CO_IES,CO_CATEGAD,CO_ORGACAD,CO_GRUPO,CO_UF_CURSO,CO_REGIAO_CURSO,NU_IDADE,TP_SEXO,ANO_FIM_2G,ANO_IN_GRAD,IN_MATUT,IN_VESPER,IN_NOTURNO,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,NT_OBJ_CE,NT_DIS_CE,NT_CE_D1,NT_CE_D2,NT_CE_D3
3465,10008,10022,4006,MG,3,22,M,2009,2011,0,0,1,37.3,38.2,25.0,58.0,65.0,45.0,70.0,51.0,55.0,50.0,37.0,42.1,8.3,0.0,25.0,0.0
3465,10008,10022,4006,MG,3,22,M,2010,2011,0,0,1,42.5,60.3,62.5,57.0,59.0,75.0,55.0,55.0,75.0,50.0,36.5,42.1,5.0,0.0,0.0,15.0
3465,10008,10022,4006,MG,3,21,M,2010,2011,0,0,1,58.1,78.7,87.5,65.5,71.0,55.0,75.0,60.0,40.0,65.0,51.2,57.9,13.3,0.0,0.0,40.0
3460,10008,10022,4006,MG,3,29,F,2003,2011,0,0,1,33.4,64.1,62.5,66.5,98.0,90.0,100.0,35.0,55.0,30.0,23.1,26.3,5.0,0.0,15.0,0.0
3460,10008,10022,4006,MG,3,33,M,2007,2011,0,0,1,25.7,35.7,37.5,33.0,21.0,45.0,15.0,45.0,45.0,45.0,22.4,26.3,0.0,0.0,0.0,0.0
3371,10008,10020,4006,MG,3,21,F,2010,2011,0,0,1,32.0,67.5,62.5,75.0,95.0,75.0,100.0,55.0,75.0,50.0,20.2,21.1,15.0,0.0,0.0,45.0
3371,10008,10020,4006,MG,3,22,M,2009,2011,0,0,1,46.0,36.3,37.5,34.5,47.0,75.0,40.0,22.0,50.0,15.0,49.2,52.6,30.0,0.0,15.0,75.0
3371,10008,10020,4006,MG,3,24,M,2007,2011,0,0,1,68.8,78.9,87.5,66.0,62.0,90.0,55.0,70.0,90.0,65.0,65.4,68.4,48.3,50.0,15.0,80.0
3371,10008,10020,4006,MG,3,21,M,2010,2011,0,0,1,62.0,69.0,75.0,60.0,95.0,75.0,100.0,25.0,65.0,15.0,59.6,68.4,10.0,0.0,30.0,0.0
3371,10008,10020,4006,MG,3,23,F,2009,2011,0,0,1,34.1,66.1,87.5,34.0,45.0,65.0,40.0,23.0,55.0,15.0,23.4,26.3,6.7,0.0,0.0,20.0
3371,10008,10020,4006,MG,3,21,M,2010,2011,0,0,1,64.6,81.1,87.5,71.5,67.0,75.0,65.0,76.0,60.0,80.0,59.1,68.4,6.7,20.0,0.0,0.0
3371,10008,10020,4006,MG,3,27,M,2005,2011,0,0,1,43.3,77.6,75.0,81.5,70.0,50.0,75.0,93.0,65.0,100.0,31.9,31.6,33.3,0.0,30.0,70.0
3371,10008,10020,4006,MG,3,22,M,2009,2010,0,0,1,37.7,70.2,75.0,63.0,62.0,70.0,60.0,64.0,60.0,65.0,26.9,31.6,0.0,0.0,0.0,0.0
3371,10008,10020,4006,MG,3,21,F,2010,2011,0,0,1,71.5,78.6,75.0,84.0,71.0,55.0,75.0,97.0,85.0,100.0,69.1,78.9,13.3,0.0,40.0,0.0
3371,10008,10020,4006,MG,3,24,F,2008,2011,0,0,1,30.6,52.3,37.5,74.5,71.0,55.0,75.0,78.0,70.0,80.0,23.4,26.3,6.7,0.0,0.0,20.0
3371,10008,10020,4006,MG,3,21,F,2010,2011,0,0,1,48.0,54.0,50.0,60.0,57.0,65.0,55.0,63.0,75.0,60.0,46.0,52.6,8.3,0.0,0.0,25.0
3371,10008,10020,4006,MG,3,21,M,2010,2011,0,0,1,49.3,62.9,62.5,63.5,61.0,65.0,60.0,66.0,70.0,65.0,44.8,47.4,30.0,0.0,30.0,60.0
3371,10008,10020,4006,MG,3,21,M,2010,2011,0,0,1,48.0,55.6,50.0,64.0,61.0,65.0,60.0,67.0,75.0,65.0,45.5,52.6,5.0,0.0,15.0,0.0
3371,10008,10020,4006,MG,3,22,M,2010,2011,0,0,1,59.9,70.2,75.0,63.0,67.0,75.0,65.0,59.0,55.0,60.0,56.5,63.2,18.3,0.0,15.0,40.0
3371,10008,10020,4006,MG,3,30,F,2001,2011,0,0,1,68.2,90.2,100.0,75.5,72.0,80.0,70.0,79.0,75.0,80.0,60.9,68.4,18.3,0.0,0.0,55.0
3371,10008,10020,4006,MG,3,23,M,2008,2011,0,0,1,75.2,67.3,62.5,74.5,68.0,80.0,65.0,81.0,65.0,85.0,77.8,78.9,71.7,80.0,70.0,65.0
142,10008,10020,4006,MG,3,26,M,2006,2013,0,0,1,40.8,69.4,75.0,61.0,59.0,55.0,60.0,63.0,75.0,60.0,31.3,36.8,0.0,0.0,0.0,0.0
142,10008,10020,4006,MG,3,30,M,2004,2008,0,0,1,44.5,73.7,87.5,53.0,65.0,65.0,65.0,41.0,85.0,30.0,34.8,36.8,23.3,0.0,70.0,0.0
142,10008,10020,4006,MG,3,24,M,2007,2010,0,0,1,28.4,33.0,25.0,45.0,54.0,70.0,50.0,36.0,60.0,30.0,26.9,31.6,0.0,0.0,0.0,0.0
142,10008,10020,4006,MG,3,31,M,2000,2010,0,0,1,37.2,63.7,62.5,65.5,67.0,75.0,65.0,64.0,60.0,65.0,28.4,31.6,10.0,0.0,30.0,0.0
142,10008,10020,4006,MG,3,36,F,2001,2014,0,0,1,36.5,52.0,50.0,55.0,59.0,55.0,60.0,51.0,55.0,50.0,31.3,36.8,0.0,0.0,0.0,0.0
142,10008,10020,4006,MG,3,21,M,2010,2010,0,0,1,53.6,66.9,62.5,73.5,75.0,75.0,75.0,72.0,40.0,80.0,49.2,57.9,0.0,0.0,0.0,0.0
142,10008,10020,4006,MG,3,22,M,2010,2011,0,0,1,44.6,55.4,75.0,26.0,27.0,75.0,15.0,25.0,65.0,15.0,41.0,47.4,5.0,0.0,15.0,0.0
142,10008,10020,4006,MG,3,31,F,2001,2003,0,0,1,22.9,36.4,25.0,53.5,59.0,55.0,60.0,48.0,60.0,45.0,18.4,21.1,3.3,0.0,10.0,0.0
142,10008,10020,4006,MG,3,23,M,2008,2009,0,0,1,34.8,67.4,75.0,56.0,87.0,75.0,90.0,25.0,65.0,15.0,23.9,26.3,10.0,0.0,30.0,0.0
142,10008,10020,4006,MG,3,25,M,2006,2010,0,0,1,70.3,75.3,87.5,57.0,55.0,55.0,55.0,59.0,55.0,60.0,68.6,78.9,10.0,0.0,30.0,0.0
142,10008,10020,4006,MG,3,24,F,2007,2010,0,0,1,41.0,43.0,50.0,32.5,30.0,50.0,25.0,35.0,55.0,30.0,40.3,42.1,30.0,0.0,60.0,30.0
142,10008,10020,4006,MG,3,23,M,2009,2010,1,0,0,48.4,55.4,75.0,26.0,52.0,60.0,50.0,0.0,0.0,0.0,46.0,52.6,8.3,0.0,25.0,0.0
142,10008,10020,4006,MG,3,20,M,2010,2011,0,0,1,45.5,45.3,37.5,57.0,46.0,70.0,40.0,68.0,60.0,70.0,45.5,52.6,5.0,0.0,15.0,0.0
142,10008,10020,4006,MG,3,21,M,2010,2010,0,0,1,55.2,59.7,62.5,55.5,30.0,50.0,25.0,81.0,65.0,85.0,53.7,63.2,0.0,0.0,0.0,0.0
142,10008,10020,4006,MG,3,22,M,2010,2011,0,0,1,47.7,47.7,62.5,25.5,0.0,0.0,0.0,51.0,55.0,50.0,47.7,52.6,20.0,0.0,60.0,0.0
142,10008,10020,4006,MG,3,31,F,2000,2003,0,0,1,50.7,55.2,50.0,63.0,58.0,70.0,55.0,68.0,80.0,65.0,49.2,57.9,0.0,0.0,0.0,0.0
142,10008,10020,4006,MG,3,21,M,2010,2012,0,0,1,49.4,70.6,75.0,64.0,78.0,70.0,80.0,50.0,70.0,45.0,42.3,47.4,13.3,0.0,40.0,0.0
142,10008,10020,4006,MG,3,24,M,2007,2011,0,0,1,54.2,91.2,100.0,78.0,93.0,65.0,100.0,63.0,75.0,60.0,41.8,42.1,40.0,0.0,85.0,35.0
142,10008,10020,4006,MG,3,20,M,2010,2011,0,0,1,26.0,47.2,50.0,43.0,71.0,55.0,75.0,15.0,75.0,0.0,18.9,21.1,6.7,0.0,0.0,20.0
142,10008,10020,4006,MG,3,22,M,2009,2010,0,0,1,45.6,42.9,62.5,13.5,27.0,15.0,30.0,0.0,0.0,0.0,46.5,52.6,11.7,0.0,0.0,35.0
142,10008,10020,4006,MG,3,31,M,2001,2010,0,0,1,54.0,55.4,50.0,63.5,60.0,40.0,65.0,67.0,55.0,70.0,53.5,57.9,28.3,0.0,40.0,45.0
142,10008,10020,4006,MG,3,36,M,1998,2009,0,0,1,49.2,60.3,62.5,57.0,54.0,50.0,55.0,60.0,60.0,60.0,45.5,52.6,5.0,0.0,0.0,15.0
142,10008,10020,4006,MG,3,26,M,2007,2010,0,0,1,47.0,53.7,62.5,40.5,81.0,85.0,80.0,0.0,0.0,0.0,44.7,52.6,0.0,0.0,0.0,0.0
142,10008,10020,4006,MG,3,23,F,2008,2011,0,0,1,39.1,43.1,37.5,51.5,76.0,60.0,80.0,27.0,75.0,15.0,37.8,42.1,13.3,0.0,15.0,25.0
142,10008,10020,4006,MG,3,24,M,2007,2009,0,0,1,58.5,86.5,87.5,85.0,77.0,65.0,80.0,93.0,65.0,100.0,49.2,57.9,0.0,0.0,0.0,0.0
142,10008,10020,4006,MG,3,23,F,2009,2010,0,0,1,50.2,70.2,75.0,63.0,63.0,75.0,60.0,63.0,75.0,60.0,43.5,47.4,21.7,0.0,55.0,10.0
142,10008,10020,4006,MG,3,29,M,2005,2009,0,0,1,21.6,46.2,25.0,78.0,64.0,40.0,70.0,92.0,60.0,100.0,13.4,15.8,0.0,0.0,0.0,0.0
142,10008,10020,4006,MG,3,31,M,2004,2012,0,0,1,36.5,65.4,75.0,51.0,54.0,70.0,50.0,48.0,60.0,45.0,26.9,31.6,0.0,0.0,0.0,0.0
142,10008,10020,4006,MG,3,25,M,2009,2011,1,0,0,51.4,54.1,62.5,41.5,49.0,45.0,50.0,34.0,50.0,30.0,50.5,57.9,8.3,0.0,0.0,25.0
142,10008,10020,4006,MG,3,26,M,2008,2012,0,0,1,41.7,54.9,62.5,43.5,52.0,60.0,50.0,35.0,55.0,30.0,37.3,42.1,10.0,0.0,30.0,0.0
142,10008,10020,4006,MG,3,25,M,2006,2011,0,0,1,41.9,64.7,62.5,68.0,78.0,70.0,80.0,58.0,50.0,60.0,34.3,36.8,20.0,0.0,60.0,0.0
142,10008,10020,4006,MG,3,28,M,2004,2012,0,0,1,64.6,65.1,62.5,69.0,59.0,75.0,55.0,79.0,75.0,80.0,64.4,73.7,11.7,0.0,0.0,35.0
142,10008,10020,4006,MG,3,33,M,1999,2007,0,0,1,45.9,56.8,50.0,67.0,71.0,55.0,75.0,63.0,55.0,65.0,42.3,47.4,13.3,0.0,40.0,0.0
142,10008,10020,4006,MG,3,29,M,2005,2006,0,0,1,32.0,60.7,62.5,58.0,67.0,35.0,75.0,49.0,65.0,45.0,22.4,26.3,0.0,0.0,0.0,0.0
142,10008,10020,4006,MG,3,26,M,2005,2009,1,0,0,43.2,72.2,75.0,68.0,71.0,55.0,75.0,65.0,65.0,65.0,33.5,36.8,15.0,0.0,45.0,0.0
142,10008,10020,4006,MG,3,29,M,2001,2008,0,0,1,52.4,76.2,75.0,78.0,60.0,60.0,60.0,96.0,80.0,100.0,44.5,47.4,28.3,0.0,70.0,15.0
2183,10008,10020,4006,SP,3,28,M,2006,2009,0,0,1,40.4,61.1,62.5,59.0,51.0,55.0,50.0,67.0,55.0,70.0,33.5,36.8,15.0,0.0,45.0,0.0
2183,10008,10020,4006,SP,3,21,F,2010,2011,1,0,0,25.1,60.0,50.0,75.0,73.0,65.0,75.0,77.0,65.0,80.0,13.4,15.8,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,43.5,63.1,62.5,64.0,62.0,70.0,60.0,66.0,70.0,65.0,37.0,42.1,8.3,0.0,25.0,0.0
2183,10008,10020,4006,SP,3,28,M,2004,2011,0,0,1,41.7,41.5,62.5,10.0,20.0,40.0,15.0,0.0,0.0,0.0,41.8,47.4,10.0,0.0,30.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,27.6,43.2,50.0,33.0,28.0,40.0,25.0,38.0,50.0,35.0,22.4,26.3,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,21,F,2010,2011,0,0,1,30.4,38.8,50.0,22.0,11.0,55.0,0.0,33.0,45.0,30.0,27.6,31.6,5.0,0.0,0.0,15.0
2183,10008,10020,4006,SP,3,25,M,2007,2011,0,0,1,47.6,62.8,75.0,44.5,30.0,50.0,25.0,59.0,55.0,60.0,42.5,47.4,15.0,0.0,30.0,15.0
2183,10008,10020,4006,SP,3,24,M,2008,2010,0,0,1,25.7,58.5,62.5,52.5,79.0,75.0,80.0,26.0,70.0,15.0,14.7,15.8,8.3,0.0,25.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,39.0,46.5,62.5,22.5,45.0,65.0,40.0,0.0,0.0,0.0,36.5,42.1,5.0,0.0,15.0,0.0
2183,10008,10020,4006,SP,3,22,M,2009,2011,0,0,1,60.6,76.6,75.0,79.0,67.0,55.0,70.0,91.0,55.0,100.0,55.2,63.2,10.0,0.0,30.0,0.0
2183,10008,10020,4006,SP,3,23,M,2008,2009,0,0,1,50.8,66.7,62.5,73.0,93.0,65.0,100.0,53.0,65.0,50.0,45.5,52.6,5.0,0.0,15.0,0.0
2183,10008,10020,4006,SP,3,22,M,2010,2011,0,0,1,52.2,52.0,50.0,55.0,55.0,75.0,50.0,55.0,75.0,50.0,52.2,57.9,20.0,0.0,60.0,0.0
2183,10008,10020,4006,SP,3,23,F,2009,2010,0,0,1,47.6,47.9,37.5,63.5,67.0,75.0,65.0,60.0,60.0,60.0,47.5,52.6,18.3,0.0,40.0,15.0
2183,10008,10020,4006,SP,3,22,F,2008,2011,0,0,1,33.0,47.6,50.0,44.0,33.0,65.0,25.0,55.0,75.0,50.0,28.1,31.6,8.3,0.0,25.0,0.0
2183,10008,10020,4006,SP,3,21,F,2010,2011,0,0,1,22.9,51.2,50.0,53.0,57.0,85.0,50.0,49.0,65.0,45.0,13.4,15.8,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,23,M,2008,2011,0,0,1,55.4,65.7,87.5,33.0,58.0,70.0,55.0,8.0,40.0,0.0,52.0,57.9,18.3,0.0,40.0,15.0
2183,10008,10020,4006,SP,3,22,M,2010,2011,0,0,1,50.8,62.3,62.5,62.0,57.0,65.0,55.0,67.0,75.0,65.0,47.0,52.6,15.0,0.0,30.0,15.0
2183,10008,10020,4006,SP,3,22,M,2010,2011,0,0,1,49.6,64.8,75.0,49.5,62.0,70.0,60.0,37.0,65.0,30.0,44.5,47.4,28.3,40.0,45.0,0.0
2183,10008,10020,4006,SP,3,45,M,1986,2011,1,0,0,33.9,41.7,37.5,48.0,35.0,75.0,25.0,61.0,65.0,60.0,31.3,36.8,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,34.9,68.9,62.5,78.5,63.0,75.0,60.0,94.0,70.0,100.0,23.6,26.3,8.3,0.0,25.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,44.7,69.1,62.5,79.0,93.0,65.0,100.0,65.0,65.0,65.0,36.5,42.1,5.0,0.0,15.0,0.0
2183,10008,10020,4006,SP,3,25,M,2008,2010,0,0,1,31.9,58.1,62.5,51.5,54.0,50.0,55.0,49.0,65.0,45.0,23.1,26.3,5.0,0.0,15.0,0.0
2183,10008,10020,4006,SP,3,25,M,2008,2011,0,0,1,44.3,63.1,62.5,64.0,50.0,50.0,50.0,78.0,50.0,85.0,38.0,42.1,15.0,0.0,45.0,0.0
2183,10008,10020,4006,SP,3,22,M,2010,2011,0,0,1,66.4,71.8,75.0,67.0,59.0,75.0,55.0,75.0,55.0,80.0,64.6,73.7,13.3,0.0,30.0,10.0
2183,10008,10020,4006,SP,3,24,M,2007,2008,0,0,1,38.3,55.6,50.0,64.0,64.0,80.0,60.0,64.0,60.0,65.0,32.5,36.8,8.3,0.0,25.0,0.0
2183,10008,10020,4006,SP,3,31,M,2001,2011,0,0,1,57.0,71.3,62.5,84.5,91.0,55.0,100.0,78.0,70.0,80.0,52.2,57.9,20.0,0.0,60.0,0.0
2183,10008,10020,4006,SP,3,31,M,2004,2010,0,0,1,29.6,37.5,37.5,37.5,40.0,40.0,40.0,35.0,55.0,30.0,26.9,31.6,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,1,0,0,39.0,48.0,50.0,45.0,13.0,65.0,0.0,77.0,65.0,80.0,36.0,42.1,1.7,0.0,0.0,5.0
2183,10008,10020,4006,SP,3,25,F,2006,2009,0,0,1,38.1,76.2,75.0,78.0,60.0,80.0,55.0,96.0,80.0,100.0,25.4,26.3,20.0,0.0,60.0,0.0
2183,10008,10020,4006,SP,3,24,M,2007,2011,0,0,1,52.3,79.1,87.5,66.5,67.0,75.0,65.0,66.0,70.0,65.0,43.3,47.4,20.0,0.0,60.0,0.0
2183,10008,10020,4006,SP,3,21,F,2010,2011,0,0,1,49.4,85.1,87.5,81.5,95.0,75.0,100.0,68.0,80.0,65.0,37.5,42.1,11.7,0.0,15.0,20.0
2183,10008,10020,4006,SP,3,51,M,1982,2011,0,0,1,45.0,63.4,50.0,83.5,87.0,75.0,90.0,80.0,80.0,80.0,38.8,42.1,20.0,0.0,30.0,30.0
2183,10008,10020,4006,SP,3,21,F,2010,2011,0,0,1,21.3,24.7,12.5,43.0,71.0,75.0,70.0,15.0,75.0,0.0,20.2,21.1,15.0,0.0,45.0,0.0
2183,10008,10020,4006,SP,3,22,F,2009,2011,0,0,1,25.8,69.7,62.5,80.5,82.0,50.0,90.0,79.0,75.0,80.0,11.2,10.5,15.0,0.0,45.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,34.1,82.6,75.0,94.0,96.0,80.0,100.0,92.0,60.0,100.0,17.9,21.1,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,25,F,2007,2011,0,0,1,50.5,76.6,75.0,79.0,79.0,75.0,80.0,79.0,75.0,80.0,41.8,47.4,10.0,0.0,30.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,40.8,46.9,37.5,61.0,57.0,65.0,55.0,65.0,65.0,65.0,38.8,42.1,20.0,0.0,45.0,15.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,41.4,63.5,62.5,65.0,69.0,45.0,75.0,61.0,45.0,65.0,34.0,36.8,18.3,20.0,0.0,35.0
2183,10008,10020,4006,SP,3,21,F,2010,2011,0,0,1,38.7,56.2,50.0,65.5,40.0,40.0,40.0,91.0,55.0,100.0,32.8,36.8,10.0,0.0,30.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,37.3,47.2,50.0,43.0,50.0,50.0,50.0,36.0,60.0,30.0,34.0,36.8,18.3,0.0,55.0,0.0
2183,10008,10020,4006,SP,3,30,M,2002,2011,0,0,1,33.4,21.7,12.5,35.5,13.0,65.0,0.0,58.0,50.0,60.0,37.3,42.1,10.0,0.0,30.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,34.4,52.2,50.0,55.5,55.0,75.0,50.0,56.0,40.0,60.0,28.4,31.6,10.0,0.0,30.0,0.0
2183,10008,10020,4006,SP,3,22,M,2010,2011,1,0,0,48.0,57.7,62.5,50.5,73.0,65.0,75.0,28.0,80.0,15.0,44.7,52.6,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,32,M,2000,2011,0,0,1,38.6,87.3,87.5,87.0,81.0,85.0,80.0,93.0,65.0,100.0,22.4,26.3,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,30,M,2002,2010,0,0,1,14.7,27.4,25.0,31.0,12.0,60.0,0.0,50.0,50.0,50.0,10.4,10.5,10.0,0.0,30.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,34.0,55.1,62.5,44.0,54.0,50.0,55.0,34.0,50.0,30.0,26.9,31.6,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,27,M,2005,2011,0,0,1,30.2,38.0,25.0,57.5,78.0,70.0,80.0,37.0,65.0,30.0,27.6,31.6,5.0,0.0,15.0,0.0
2183,10008,10020,4006,SP,3,25,M,2007,2009,0,0,1,58.6,76.2,75.0,78.0,91.0,55.0,100.0,65.0,65.0,65.0,52.7,57.9,23.3,0.0,45.0,25.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,59.6,71.9,87.5,48.5,55.0,75.0,50.0,42.0,70.0,35.0,55.5,63.2,11.7,0.0,15.0,20.0
2183,10008,10020,4006,SP,3,25,M,2006,2009,0,0,1,33.4,45.3,37.5,57.0,77.0,65.0,80.0,37.0,65.0,30.0,29.4,31.6,16.7,0.0,30.0,20.0
2183,10008,10020,4006,SP,3,23,M,2008,2011,0,0,1,34.3,51.9,37.5,73.5,85.0,65.0,90.0,62.0,50.0,65.0,28.4,31.6,10.0,0.0,30.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,54.6,60.2,75.0,38.0,50.0,90.0,40.0,26.0,70.0,15.0,52.7,57.9,23.3,0.0,40.0,30.0
2183,10008,10020,4006,SP,3,27,M,2004,2011,0,0,1,28.0,70.4,75.0,63.5,62.0,50.0,65.0,65.0,65.0,65.0,13.9,15.8,3.3,0.0,10.0,0.0
2183,10008,10020,4006,SP,3,28,M,2004,2005,0,0,1,40.5,54.5,62.5,42.5,49.0,45.0,50.0,36.0,40.0,35.0,35.8,42.1,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,24,M,2007,2011,0,0,1,21.0,55.0,50.0,62.5,60.0,60.0,60.0,65.0,65.0,65.0,9.7,10.5,5.0,0.0,15.0,0.0
2183,10008,10020,4006,SP,3,23,M,2009,2010,0,0,1,37.6,36.3,37.5,34.5,11.0,55.0,0.0,58.0,50.0,60.0,38.0,42.1,15.0,0.0,45.0,0.0
2183,10008,10020,4006,SP,3,25,M,2007,2011,0,0,1,40.7,66.7,62.5,73.0,85.0,65.0,90.0,61.0,65.0,60.0,32.0,36.8,5.0,0.0,15.0,0.0
2183,10008,10020,4006,SP,3,22,M,2009,2011,0,0,1,46.2,70.6,75.0,64.0,49.0,85.0,40.0,79.0,75.0,80.0,38.0,42.1,15.0,0.0,45.0,0.0
2183,10008,10020,4006,SP,3,22,M,2009,2011,0,0,1,33.3,63.9,62.5,66.0,95.0,75.0,100.0,37.0,65.0,30.0,23.1,26.3,5.0,0.0,15.0,0.0
2183,10008,10020,4006,SP,3,22,F,2010,2011,0,0,1,25.8,49.6,50.0,49.0,58.0,70.0,55.0,40.0,60.0,35.0,17.9,21.1,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,23,F,2010,2011,0,0,1,42.3,55.6,50.0,64.0,67.0,75.0,65.0,61.0,65.0,60.0,37.8,42.1,13.3,0.0,15.0,25.0
2183,10008,10020,4006,SP,3,21,F,2010,2011,0,0,1,28.2,31.9,37.5,23.5,18.0,90.0,0.0,29.0,85.0,15.0,26.9,31.6,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,21,M,2010,2011,0,0,1,65.4,83.1,87.5,76.5,56.0,80.0,50.0,97.0,85.0,100.0,59.5,63.2,38.3,60.0,55.0,0.0
2183,10008,10020,4006,SP,3,21,F,2010,2011,0,0,1,43.8,35.6,25.0,51.5,55.0,75.0,50.0,48.0,60.0,45.0,46.5,52.6,11.7,0.0,15.0,20.0
2183,10008,10020,4006,SP,3,27,M,2004,2010,0,0,1,33.8,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,28.4,31.6,10.0,0.0,30.0,0.0
2183,10008,10020,4006,SP,3,35,M,1998,2001,0,0,1,59.1,53.0,50.0,57.5,52.0,60.0,50.0,63.0,75.0,60.0,61.1,68.4,20.0,0.0,60.0,0.0
2183,10008,10020,4006,SP,3,23,M,2009,2010,0,0,1,46.1,58.9,62.5,53.5,82.0,90.0,80.0,25.0,65.0,15.0,41.8,47.4,10.0,0.0,30.0,0.0
2183,10008,10020,4006,SP,3,21,F,2010,2011,0,0,1,44.1,69.1,62.5,79.0,91.0,55.0,100.0,67.0,75.0,65.0,35.8,42.1,0.0,0.0,0.0,0.0
2183,10008,10020,4006,SP,3,24,M,2009,2010,1,0,0,44.1,64.5,62.5,67.5,85.0,65.0,90.0,50.0,50.0,50.0,37.3,42.1,10.0,0.0,15.0,15.0
2183,10008,10020,4006,SP,3,24,M,2009,2010,1,0,0,43.8,36.4,50.0,16.0,32.0,60.0,25.0,0.0,0.0,0.0,46.2,52.6,10.0,0.0,30.0,0.0
2183,10008,10020,4006,SP,3,23,M,2009,2011,0,0,1,54.2,87.6,100.0,69.0,63.0,55.0,65.0,75.0,55.0,80.0,43.0,47.4,18.3,0.0,30.0,25.0
569,10002,10028,4006,PA,1,24,F,2008,2009,0,0,1,34.9,72.4,75.0,68.5,72.0,80.0,70.0,65.0,65.0,65.0,22.4,26.3,0.0,0.0,0.0,0.0
569,10002,10028,4006,PA,1,26,M,2005,2010,0,0,1,51.2,43.7,37.5,53.0,70.0,30.0,80.0,36.0,60.0,30.0,53.7,63.2,0.0,0.0,0.0,0.0
569,10002,10028,4006,PA,1,30,M,2003,2008,0,0,1,49.2,93.2,100.0,83.0,71.0,55.0,75.0,95.0,75.0,100.0,34.5,36.8,21.7,0.0,45.0,20.0
569,10002,10028,4006,PA,1,31,M,2000,2010,0,0,1,47.0,76.8,75.0,79.5,97.0,85.0,100.0,62.0,50.0,65.0,37.0,42.1,8.3,0.0,0.0,25.0
569,10002,10028,4006,PA,1,27,M,2005,2010,0,0,1,54.0,71.8,75.0,67.0,73.0,65.0,75.0,61.0,45.0,65.0,48.0,52.6,21.7,0.0,40.0,25.0
569,10002,10028,4006,PA,1,24,M,2007,2008,0,0,1,60.8,62.7,62.5,63.0,95.0,75.0,100.0,31.0,95.0,15.0,60.1,68.4,13.3,40.0,0.0,0.0
569,10002,10028,4006,PA,1,28,M,2008,2009,0,0,1,52.7,74.1,87.5,54.0,47.0,75.0,40.0,61.0,65.0,60.0,45.5,52.6,5.0,0.0,15.0,0.0
569,10002,10028,4006,PA,1,23,M,2009,2010,0,0,1,61.0,82.9,87.5,76.0,97.0,85.0,100.0,55.0,75.0,50.0,53.7,63.2,0.0,0.0,0.0,0.0
569,10002,10028,4006,PA,1,29,M,2004,2009,0,0,1,34.5,44.1,62.5,16.5,11.0,55.0,0.0,22.0,50.0,15.0,31.3,36.8,0.0,0.0,0.0,0.0
569,10002,10028,4006,PA,1,27,F,2005,2010,0,0,1,52.1,56.1,62.5,46.5,93.0,65.0,100.0,0.0,0.0,0.0,50.7,57.9,10.0,0.0,0.0,30.0
569,10002,10028,4006,PA,1,26,M,2007,2011,0,1,0,53.4,47.1,37.5,61.5,46.0,50.0,45.0,77.0,65.0,80.0,55.5,63.2,11.7,0.0,15.0,20.0
437,10008,10028,4006,PR,4,25,M,2007,2011,0,0,1,52.4,67.0,75.0,55.0,66.0,30.0,75.0,44.0,40.0,45.0,47.5,52.6,18.3,0.0,25.0,30.0
437,10008,10028,4006,PR,4,21,M,2009,2011,0,0,1,31.9,44.6,50.0,36.5,25.0,25.0,25.0,48.0,40.0,50.0,27.6,31.6,5.0,0.0,15.0,0.0
