data,time1,time2,result
19/09/2004,"Paysandu","Figueirense",V
24/09/2004,"Figueirense","PontePreta",D
25/09/2004,"AtléticoMG","Internacional",E
25/09/2004,"Grêmio","SãoPaulo",V
25/09/2004,"Guarani","Fluminense",E
25/09/2004,"Paysandu","Cruzeiro",V
25/09/2004,"SãoCaetano","Coritiba",V
26/09/2004,"AtléticoPR","Flamengo",V
26/09/2004,"Botafogo","Paraná",V
26/09/2004,"Corinthians","Goiás",V
26/09/2004,"Juventude","Criciúma",V
26/09/2004,"Santos","Vitória",V
26/09/2004,"Vasco","Palmeiras",D
28/09/2004,"Coritiba","Grêmio",V
28/09/2004,"Cruzeiro","Figueirense",E
28/09/2004,"Fluminense","AtléticoMG",E
28/09/2004,"SãoPaulo","Paysandu",V
29/09/2004,"Criciúma","Guarani",E
29/09/2004,"Flamengo","Corinthians",E
29/09/2004,"Goiás","Juventude",D
29/09/2004,"Internacional","Santos",V
29/09/2004,"Palmeiras","SãoCaetano",V
29/09/2004,"Paraná","Vasco",V
29/09/2004,"PontePreta","Botafogo",E
29/09/2004,"Vitória","AtléticoPR",D
02/10/2004,"AtléticoPR","AtléticoMG",V
02/10/2004,"Corinthians","Juventude",D
02/10/2004,"Cruzeiro","PontePreta",V
02/10/2004,"Figueirense","Flamengo",V
02/10/2004,"Fluminense","Botafogo",D
02/10/2004,"Grêmio","Criciúma",V
02/10/2004,"Guarani","Santos",D
02/10/2004,"Paraná","Coritiba",V
02/10/2004,"SãoCaetano","Goiás",V
02/10/2004,"SãoPaulo","Palmeiras",V
02/10/2004,"Vasco","Internacional",V
02/10/2004,"Vitória","Paysandu",V
06/10/2004,"Coritiba","Cruzeiro",E
06/10/2004,"Criciúma","Internacional",V
06/10/2004,"Goiás","Vitória",V
06/10/2004,"Grêmio","Fluminense",D
06/10/2004,"PontePreta","SãoPaulo",D
06/10/2004,"Santos","Corinthians",E
06/10/2004,"Vasco","Figueirense",V
07/10/2004,"AtléticoMG","Guarani",V
07/10/2004,"Botafogo","SãoCaetano",E
07/10/2004,"Juventude","AtléticoPR",E
07/10/2004,"Palmeiras","Paraná",E
07/10/2004,"Paysandu","Flamengo",E
16/10/2004,"Corinthians","Coritiba",E
16/10/2004,"Figueirense","Grêmio",V
16/10/2004,"Vitória","Vasco",V
16/10/2004,"Santos","PontePreta",V
16/10/2004,"Fluminense","Goiás",D
17/10/2004,"AtléticoMG","SãoPaulo",D
17/10/2004,"AtléticoPR","Paraná",E
17/10/2004,"Flamengo","Criciúma",V
17/10/2004,"Guarani","Cruzeiro",V
17/10/2004,"Internacional","Botafogo",V
17/10/2004,"Juventude","Palmeiras",D
17/10/2004,"SãoCaetano","Paysandu",V
23/10/2004,"Botafogo","Vitória",E
23/10/2004,"Coritiba","Juventude",D
23/10/2004,"Cruzeiro","AtléticoMG",D
23/10/2004,"Grêmio","Internacional",D
23/10/2004,"Palmeiras","AtléticoPR",V
23/10/2004,"Paysandu","Goiás",V
24/10/2004,"Criciúma","Figueirense",V
24/10/2004,"Guarani","PontePreta",E
24/10/2004,"Paraná","Corinthians",D
24/10/2004,"SãoCaetano","Fluminense",V
24/10/2004,"SãoPaulo","Santos",V
24/10/2004,"Vasco","Flamengo",V
26/10/2004,"Cruzeiro","Grêmio",V
26/10/2004,"Goiás","AtléticoPR",V
26/10/2004,"Palmeiras","Botafogo",V
26/10/2004,"Vitória","AtléticoMG",V
27/10/2004,"Coritiba","Vasco",D
27/10/2004,"Criciúma","Corinthians",E
27/10/2004,"Flamengo","Santos",E
27/10/2004,"Fluminense","Juventude",V
27/10/2004,"Internacional","Guarani",D
27/10/2004,"Paraná","Figueirense",V
27/10/2004,"PontePreta","Paysandu",V
30/10/2004,"AtléticoMG","Criciúma",E
30/10/2004,"AtléticoPR","Internacional",V
30/10/2004,"Botafogo","Cruzeiro",V
30/10/2004,"Corinthians","Vitória",V
30/10/2004,"Figueirense","SãoPaulo",V
30/10/2004,"Grêmio","Palmeiras",D
30/10/2004,"Guarani","Goiás",E
30/10/2004,"Juventude","Flamengo",V
30/10/2004,"Paysandu","Coritiba",E
30/10/2004,"Santos","Fluminense",V
31/10/2004,"Vasco","PontePreta",E
03/11/2004,"SãoPaulo","SãoCaetano",V
06/11/2004,"Flamengo","Guarani",V
06/11/2004,"Goiás","AtléticoMG",V
06/11/2004,"Palmeiras","Paysandu",V
06/11/2004,"Paraná","Grêmio",V
07/11/2004,"Coritiba","Figueirense",V
07/11/2004,"Criciúma","Santos",E
07/11/2004,"Cruzeiro","Vasco",V
07/11/2004,"Fluminense","AtléticoPR",D
07/11/2004,"Internacional","Corinthians",V
07/11/2004,"PontePreta","SãoCaetano",D
07/11/2004,"SãoPaulo","Botafogo",V
07/11/2004,"Vitória","Juventude",E
10/11/2004,"SãoCaetano","Paraná",V
13/11/2004,"Botafogo","Coritiba",V
13/11/2004,"SãoCaetano","Cruzeiro",V
13/11/2004,"Grêmio","PontePreta",V
13/11/2004,"Corinthians","Fluminense",E
14/11/2004,"AtléticoMG","Flamengo",V
14/11/2004,"AtléticoPR","Criciúma",V
14/11/2004,"Figueirense","Palmeiras",D
14/11/2004,"Guarani","Vitória",E
14/11/2004,"Juventude","Internacional",D
14/11/2004,"Paysandu","Paraná",E
14/11/2004,"Santos","Goiás",V
14/11/2004,"Vasco","SãoPaulo",E
20/11/2004,"Fluminense","Figueirense",D
20/11/2004,"Palmeiras","Guarani",D
20/11/2004,"Paraná","AtléticoMG",V
20/11/2004,"Vitória","Grêmio",V
21/11/2004,"Coritiba","Santos",D
21/11/2004,"Criciúma","Paysandu",V
21/11/2004,"Cruzeiro","Corinthians",D
21/11/2004,"Flamengo","Botafogo",E
21/11/2004,"Goiás","Vasco",V
21/11/2004,"Internacional","SãoCaetano",V
21/11/2004,"PontePreta","AtléticoPR",D
21/11/2004,"SãoPaulo","Juventude",V
27/11/2004,"Botafogo","Guarani",V
27/11/2004,"Cruzeiro","Fluminense",D
27/11/2004,"Figueirense","AtléticoMG",V
27/11/2004,"Paraná","Goiás",V
27/11/2004,"SãoPaulo","Internacional",V
28/11/2004,"Coritiba","Vitória",V
28/11/2004,"Grêmio","AtléticoPR",E
28/11/2004,"Palmeiras","Flamengo",D
28/11/2004,"Paysandu","Santos",E
28/11/2004,"PontePreta","Criciúma",V
28/11/2004,"SãoCaetano","Corinthians",V
28/11/2004,"Vasco","Juventude",E
04/12/2004,"Criciúma","Paraná",D
04/12/2004,"Fluminense","PontePreta",V
04/12/2004,"Goiás","Palmeiras",E
04/12/2004,"Guarani","Figueirense",V
04/12/2004,"AtléticoMG","Paysandu",E
04/12/2004,"Corinthians","Vasco",V
05/12/2004,"Internacional","Cruzeiro",V
05/12/2004,"Flamengo","Coritiba",E
05/12/2004,"Vitória","SãoPaulo",D
05/12/2004,"Santos","Grêmio",V
05/12/2004,"AtléticoPR","SãoCaetano",V
05/12/2004,"Juventude","Botafogo",V
11/12/2004,"Grêmio","AtléticoMG",D
11/12/2004,"Paysandu","Guarani",V
11/12/2004,"Palmeiras","Criciúma",V
11/12/2004,"Paraná","Fluminense",D
12/12/2004,"Figueirense","Juventude",V
12/12/2004,"Vasco","AtléticoPR",V
12/12/2004,"Botafogo","Corinthians",D
12/12/2004,"SãoCaetano","Santos",D
12/12/2004,"PontePreta","Internacional",D
12/12/2004,"Cruzeiro","Vitória",V
12/12/2004,"SãoPaulo","Flamengo",E
12/12/2004,"Coritiba","Goiás",V
19/12/2004,"Criciúma","Coritiba",E
19/12/2004,"Internacional","Paraná",V
19/12/2004,"Flamengo","Cruzeiro",V
19/12/2004,"Fluminense","Palmeiras",E
19/12/2004,"Vitória","PontePreta",D
19/12/2004,"Goiás","SãoPaulo",V
19/12/2004,"Guarani","Grêmio",V
19/12/2004,"AtléticoMG","SãoCaetano",V
19/12/2004,"Santos","Vasco",V
19/12/2004,"AtléticoPR","Botafogo",E
19/12/2004,"Corinthians","Figueirense",V
23/04/2005,"SãoCaetano","Palmeiras",E
23/04/2005,"Paraná","Goiás",D
23/04/2005,"Flamengo","Cruzeiro",E
23/04/2005,"AtléticoMG","Figueirense",V
24/04/2005,"Corinthians","Juventude",E
24/04/2005,"Santos","Paysandu",V
24/04/2005,"AtléticoPR","PontePreta",D
24/04/2005,"Internacional","Botafogo",D
24/04/2005,"Fortaleza","Coritiba",D
24/04/2005,"Fluminense","SãoPaulo",V
24/04/2005,"Brasiliense","Vasco",E
30/04/2005,"SãoPaulo","Paraná",E
30/04/2005,"PontePreta","AtléticoMG",E
30/04/2005,"Palmeiras","Brasiliense",V
30/04/2005,"Vasco","Fortaleza",E
30/04/2005,"Goiás","SãoCaetano",E
01/05/2005,"Coritiba","Santos",D
01/05/2005,"Juventude","AtléticoPR",V
01/05/2005,"Figueirense","Flamengo",D
01/05/2005,"Paysandu","Fluminense",D
01/05/2005,"Botafogo","Corinthians",V
01/05/2005,"Cruzeiro","Internacional",V
07/05/2005,"Santos","AtléticoPR",V
07/05/2005,"Goiás","Figueirense",E
07/05/2005,"Paraná","Juventude",E
07/05/2005,"PontePreta","Paysandu",V
08/05/2005,"Corinthians","SãoPaulo",D
08/05/2005,"Coritiba","Palmeiras",V
08/05/2005,"SãoCaetano","Fortaleza",V
08/05/2005,"AtléticoMG","Brasiliense",D
08/05/2005,"Internacional","Flamengo",V
08/05/2005,"Vasco","Botafogo",D
08/05/2005,"Fluminense","Cruzeiro",V
14/05/2005,"SãoPaulo","Coritiba",V
14/05/2005,"Fortaleza","PontePreta",V
14/05/2005,"Figueirense","Internacional",D
14/05/2005,"Botafogo","AtléticoMG",V
15/05/2005,"AtléticoPR","Corinthians",D
15/05/2005,"Juventude","Vasco",V
15/05/2005,"Paysandu","SãoCaetano",V
15/05/2005,"Flamengo","Santos",V
15/05/2005,"Cruzeiro","Goiás",V
15/05/2005,"Palmeiras","Paraná",D
15/05/2005,"Brasiliense","Fluminense",D
21/05/2005,"Juventude","Paysandu",V
21/05/2005,"Paraná","PontePreta",E
21/05/2005,"Fortaleza","Brasiliense",V
21/05/2005,"Fluminense","Coritiba",D
21/05/2005,"Goiás","Botafogo",V
22/05/2005,"Corinthians","Figueirense",V
22/05/2005,"SãoCaetano","Flamengo",V
22/05/2005,"Santos","AtléticoMG",V
22/05/2005,"AtléticoPR","Internacional",D
22/05/2005,"Vasco","SãoPaulo",V
22/05/2005,"Cruzeiro","Palmeiras",V
28/05/2005,"SãoPaulo","Cruzeiro",E
28/05/2005,"Paysandu","Goiás",V
28/05/2005,"Figueirense","SãoCaetano",V
29/05/2005,"Coritiba","Juventude",D
29/05/2005,"AtléticoMG","Corinthians",D
29/05/2005,"Internacional","Fortaleza",V
29/05/2005,"PontePreta","Vasco",V
29/05/2005,"Flamengo","Fluminense",E
29/05/2005,"Botafogo","AtléticoPR",V
29/05/2005,"Palmeiras","Santos",V
29/05/2005,"Brasiliense","Paraná",V
11/06/2005,"SãoCaetano","Brasiliense",V
11/06/2005,"AtléticoPR","Figueirense",E
11/06/2005,"Paraná","Fortaleza",V
11/06/2005,"Cruzeiro","PontePreta",D
11/06/2005,"Botafogo","Juventude",V
11/06/2005,"Goiás","Palmeiras",V
12/06/2005,"Corinthians","Flamengo",V
12/06/2005,"Santos","Fluminense",E
12/06/2005,"Internacional","AtléticoMG",E
12/06/2005,"Paysandu","SãoPaulo",E
12/06/2005,"Vasco","Coritiba",E
18/06/2005,"AtléticoMG","SãoCaetano",D
18/06/2005,"Figueirense","Paysandu",E
18/06/2005,"Palmeiras","Vasco",V
18/06/2005,"Brasiliense","Corinthians",D
18/06/2005,"PontePreta","Goiás",V
18/06/2005,"Flamengo","AtléticoPR",E
19/06/2005,"Coritiba","Paraná",V
19/06/2005,"SãoPaulo","Botafogo",V
19/06/2005,"Juventude","Cruzeiro",E
19/06/2005,"Fortaleza","Santos",E
19/06/2005,"Fluminense","Internacional",V
25/06/2005,"SãoPaulo","Internacional",D
25/06/2005,"Juventude","PontePreta",D
25/06/2005,"Paraná","AtléticoMG",V
25/06/2005,"Flamengo","Brasiliense",D
26/06/2005,"Corinthians","Fluminense",D
26/06/2005,"SãoCaetano","Santos",D
26/06/2005,"AtléticoPR","Fortaleza",E
26/06/2005,"Paysandu","Palmeiras",V
26/06/2005,"Botafogo","Figueirense",D
26/06/2005,"Cruzeiro","Vasco",E
26/06/2005,"Goiás","Coritiba",V
02/07/2005,"Coritiba","Paysandu",V
02/07/2005,"PontePreta","SãoPaulo",V
02/07/2005,"Vasco","Goiás",D
02/07/2005,"Fluminense","Paraná",D
03/07/2005,"Santos","Juventude",E
03/07/2005,"AtléticoMG","Flamengo",V
03/07/2005,"Internacional","SãoCaetano",V
03/07/2005,"Figueirense","Cruzeiro",E
03/07/2005,"Fortaleza","Corinthians",V
03/07/2005,"Palmeiras","Botafogo",V
03/07/2005,"Brasiliense","AtléticoPR",V
09/07/2005,"SãoCaetano","PontePreta",V
09/07/2005,"SãoPaulo","Flamengo",V
09/07/2005,"Juventude","Brasiliense",V
09/07/2005,"Paraná","Figueirense",V
09/07/2005,"Paysandu","Fortaleza",D
10/07/2005,"Corinthians","Palmeiras",V
10/07/2005,"AtléticoPR","Coritiba",V
10/07/2005,"Vasco","Internacional",D
10/07/2005,"Botafogo","Fluminense",D
10/07/2005,"Cruzeiro","AtléticoMG",V
10/07/2005,"Goiás","Santos",D
16/07/2005,"PontePreta","Figueirense",V
16/07/2005,"Paysandu","Cruzeiro",D
16/07/2005,"Goiás","Brasiliense",D
16/07/2005,"Paraná","Corinthians",D
16/07/2005,"Fluminense","SãoCaetano",D
17/07/2005,"Coritiba","Botafogo",D
17/07/2005,"Santos","SãoPaulo",V
17/07/2005,"AtléticoMG","AtléticoPR",D
17/07/2005,"Internacional","Juventude",V
17/07/2005,"Flamengo","Vasco",V
17/07/2005,"Palmeiras","Fortaleza",D
20/07/2005,"SãoCaetano","Paraná",E
20/07/2005,"Santos","Vasco",D
20/07/2005,"AtléticoPR","Fluminense",V
20/07/2005,"Internacional","Goiás",D
20/07/2005,"Figueirense","Palmeiras",D
20/07/2005,"Fortaleza","AtléticoMG",D
20/07/2005,"Botafogo","PontePreta",V
20/07/2005,"Brasiliense","SãoPaulo",E
21/07/2005,"Corinthians","Paysandu",V
21/07/2005,"Cruzeiro","Coritiba",E
21/07/2005,"Flamengo","Juventude",D
22/07/2005,"SãoPaulo","SãoCaetano",D
22/07/2005,"Paraná","AtléticoPR",V
22/07/2005,"Goiás","Fortaleza",V
22/07/2005,"Botafogo","Brasiliense",E
24/07/2005,"Coritiba","Flamengo",V
24/07/2005,"Juventude","Figueirense",D
24/07/2005,"PontePreta","Fluminense",V
24/07/2005,"Paysandu","Internacional",D
24/07/2005,"Vasco","Corinthians",D
24/07/2005,"Cruzeiro","Santos",V
24/07/2005,"Palmeiras","AtléticoMG",V
27/07/2005,"Corinthians","Cruzeiro",V
27/07/2005,"SãoCaetano","Botafogo",D
27/07/2005,"Santos","PontePreta",D
27/07/2005,"AtléticoMG","SãoPaulo",E
27/07/2005,"AtléticoPR","Vasco",V
27/07/2005,"Fortaleza","Juventude",V
27/07/2005,"Fluminense","Goiás",E
28/07/2005,"Internacional","Paraná",D
28/07/2005,"Figueirense","Coritiba",E
28/07/2005,"Flamengo","Palmeiras",E
28/07/2005,"Brasiliense","Paysandu",E
30/07/2005,"Vasco","SãoCaetano",V
30/07/2005,"Cruzeiro","Fortaleza",V
30/07/2005,"Goiás","AtléticoMG",V
31/07/2005,"Coritiba","Brasiliense",E
31/07/2005,"Santos","Corinthians",V
31/07/2005,"Juventude","SãoPaulo",V
31/07/2005,"Figueirense","Fluminense",E
31/07/2005,"PontePreta","Internacional",E
31/07/2005,"Paysandu","Paraná",D
31/07/2005,"Botafogo","Flamengo",D
31/07/2005,"Palmeiras","AtléticoPR",E
03/08/2005,"Corinthians","Coritiba",V
03/08/2005,"SãoCaetano","Juventude",E
03/08/2005,"AtléticoMG","Paysandu",E
03/08/2005,"AtléticoPR","Goiás",V
03/08/2005,"Internacional","Santos",D
03/08/2005,"Paraná","Botafogo",V
03/08/2005,"Flamengo","PontePreta",V
03/08/2005,"Brasiliense","Cruzeiro",D
04/08/2005,"SãoPaulo","Palmeiras",E
04/08/2005,"Fortaleza","Figueirense",V
04/08/2005,"Fluminense","Vasco",V
06/08/2005,"Corinthians","SãoCaetano",D
06/08/2005,"AtléticoPR","Cruzeiro",V
06/08/2005,"Botafogo","Paysandu",V
07/08/2005,"SãoPaulo","Goiás",D
07/08/2005,"AtléticoMG","Fluminense",D
07/08/2005,"Juventude","Palmeiras",D
07/08/2005,"Paraná","Santos",E
07/08/2005,"PontePreta","Coritiba",D
07/08/2005,"Fortaleza","Flamengo",V
07/08/2005,"Vasco","Figueirense",V
07/08/2005,"Brasiliense","Internacional",E
10/08/2005,"Coritiba","AtléticoMG",V
10/08/2005,"SãoCaetano","AtléticoPR",V
10/08/2005,"Internacional","Corinthians",E
10/08/2005,"Figueirense","SãoPaulo",V
10/08/2005,"Paysandu","Vasco",D
10/08/2005,"Cruzeiro","Botafogo",V
10/08/2005,"Palmeiras","PontePreta",V
11/08/2005,"Santos","Brasiliense",E
11/08/2005,"Fluminense","Fortaleza",V
11/08/2005,"Flamengo","Paraná",E
11/08/2005,"Goiás","Juventude",V
13/08/2005,"Coritiba","SãoCaetano",E
13/08/2005,"Palmeiras","Internacional",V
13/08/2005,"Paysandu","AtléticoPR",V
14/08/2005,"SãoPaulo","Fortaleza",V
14/08/2005,"Juventude","Fluminense",V
14/08/2005,"Figueirense","Brasiliense",E
14/08/2005,"PontePreta","Corinthians",D
14/08/2005,"Vasco","AtléticoMG",V
14/08/2005,"Botafogo","Santos",E
14/08/2005,"Cruzeiro","Paraná",D
14/08/2005,"Goiás","Flamengo",V
20/08/2005,"SãoCaetano","Cruzeiro",D
20/08/2005,"AtléticoMG","Juventude",V
20/08/2005,"AtléticoPR","SãoPaulo",V
21/08/2005,"Corinthians","Goiás",E
21/08/2005,"Santos","Figueirense",V
21/08/2005,"Internacional","Coritiba",V
21/08/2005,"Paraná","Vasco",E
21/08/2005,"Fortaleza","Botafogo",V
21/08/2005,"Flamengo","Paysandu",V
21/08/2005,"Fluminense","Palmeiras",E
21/08/2005,"Brasiliense","PontePreta",V
24/08/2005,"SãoPaulo","Fluminense",E
24/08/2005,"Juventude","Corinthians",V
24/08/2005,"PontePreta","AtléticoPR",D
24/08/2005,"Paysandu","Santos",D
24/08/2005,"Vasco","Brasiliense",V
24/08/2005,"Cruzeiro","Flamengo",E
24/08/2005,"Palmeiras","SãoCaetano",V
24/08/2005,"Goiás","Paraná",E
25/08/2005,"Coritiba","Fortaleza",V
25/08/2005,"Figueirense","AtléticoMG",D
25/08/2005,"Botafogo","Internacional",D
27/08/2005,"SãoCaetano","Goiás",D
27/08/2005,"AtléticoPR","Juventude",E
27/08/2005,"Brasiliense","Palmeiras",V
28/08/2005,"Corinthians","Botafogo",E
28/08/2005,"Santos","Coritiba",V
28/08/2005,"AtléticoMG","PontePreta",V
28/08/2005,"Internacional","Cruzeiro",V
28/08/2005,"Paraná","SãoPaulo",D
28/08/2005,"Fortaleza","Vasco",V
28/08/2005,"Flamengo","Figueirense",E
28/08/2005,"Fluminense","Paysandu",V
07/09/2005,"AtléticoPR","Santos",E
07/09/2005,"Botafogo","Vasco",E
07/09/2005,"Brasiliense","AtléticoMG",D
07/09/2005,"Cruzeiro","Fluminense",D
07/09/2005,"Figueirense","Goiás",V
07/09/2005,"Fortaleza","SãoCaetano",V
07/09/2005,"Juventude","Paraná",V
07/09/2005,"Paysandu","PontePreta",E
07/09/2005,"SãoPaulo","Corinthians",V
08/09/2005,"Flamengo","Internacional",E
08/09/2005,"Palmeiras","Coritiba",E
10/09/2005,"SãoCaetano","Paysandu",D
10/09/2005,"Fluminense","Brasiliense",V
10/09/2005,"Goiás","Cruzeiro",V
11/09/2005,"AtléticoMG","Botafogo",D
11/09/2005,"Corinthians","AtléticoPR",V
11/09/2005,"Coritiba","SãoPaulo",D
11/09/2005,"Internacional","Figueirense",V
11/09/2005,"Paraná","Palmeiras",D
11/09/2005,"PontePreta","Fortaleza",V
11/09/2005,"Santos","Flamengo",E
11/09/2005,"Vasco","Juventude",V
17/09/2005,"Flamengo","SãoCaetano",V
17/09/2005,"Palmeiras","Cruzeiro",V
17/09/2005,"Paysandu","Juventude",V
17/09/2005,"PontePreta","Paraná",V
18/09/2005,"AtléticoMG","Santos",V
18/09/2005,"Botafogo","Goiás",V
18/09/2005,"Brasiliense","Fortaleza",D
18/09/2005,"Coritiba","Fluminense",E
18/09/2005,"Figueirense","Corinthians",D
18/09/2005,"Internacional","AtléticoPR",V
18/09/2005,"SãoPaulo","Vasco",V
21/09/2005,"Cruzeiro","SãoPaulo",D
21/09/2005,"Fluminense","Flamengo",E
21/09/2005,"Fortaleza","Internacional",D
21/09/2005,"Goiás","Paysandu",V
21/09/2005,"Paraná","Brasiliense",V
21/09/2005,"Santos","Palmeiras",V
21/09/2005,"SãoCaetano","Figueirense",D
22/09/2005,"AtléticoPR","Botafogo",V
22/09/2005,"Corinthians","AtléticoMG",E
22/09/2005,"Juventude","Coritiba",E
22/09/2005,"Vasco","PontePreta",E
24/09/2005,"Fortaleza","Paraná",E
24/09/2005,"Brasiliense","SãoCaetano",E
24/09/2005,"SãoPaulo","Paysandu",V
25/09/2005,"AtléticoMG","Internacional",E
25/09/2005,"Coritiba","Vasco",V
25/09/2005,"Figueirense","AtléticoPR",V
25/09/2005,"Flamengo","Corinthians",D
25/09/2005,"Fluminense","Santos",V
25/09/2005,"Juventude","Botafogo",E
25/09/2005,"Palmeiras","Goiás",V
25/09/2005,"PontePreta","Cruzeiro",D
01/10/2005,"Cruzeiro","Juventude",V
01/10/2005,"Goiás","PontePreta",V
01/10/2005,"Paraná","Coritiba",V
01/10/2005,"Paysandu","Figueirense",V
01/10/2005,"Santos","Fortaleza",E
01/10/2005,"SãoCaetano","AtléticoMG",V
02/10/2005,"AtléticoPR","Flamengo",V
02/10/2005,"Botafogo","SãoPaulo",E
02/10/2005,"Corinthians","Brasiliense",V
02/10/2005,"Internacional","Fluminense",E
02/10/2005,"Vasco","Palmeiras",E
04/10/2005,"AtléticoMG","Paraná",D
04/10/2005,"Coritiba","Goiás",D
04/10/2005,"PontePreta","Juventude",V
04/10/2005,"Santos","SãoCaetano",V
05/10/2005,"Brasiliense","Flamengo",D
05/10/2005,"Figueirense","Botafogo",V
05/10/2005,"Fluminense","Corinthians",D
05/10/2005,"Fortaleza","AtléticoPR",D
05/10/2005,"Internacional","SãoPaulo",V
05/10/2005,"Palmeiras","Paysandu",V
05/10/2005,"Vasco","Cruzeiro",E
08/10/2005,"Botafogo","Palmeiras",D
08/10/2005,"Corinthians","Fortaleza",V
08/10/2005,"Cruzeiro","Figueirense",V
08/10/2005,"Goiás","Vasco",V
08/10/2005,"Juventude","Santos",V
08/10/2005,"Paraná","Fluminense",V
11/10/2005,"AtléticoPR","Brasiliense",V
11/10/2005,"Flamengo","AtléticoMG",D
11/10/2005,"Paysandu","Coritiba",V
11/10/2005,"SãoCaetano","Internacional",E
11/10/2005,"SãoPaulo","PontePreta",V
12/10/2005,"Cruzeiro","Botafogo",E
12/10/2005,"Juventude","Fluminense",D
12/10/2005,"Vasco","Figueirense",E
13/10/2005,"Santos","Corinthians",D
15/10/2005,"Brasiliense","Juventude",V
15/10/2005,"Coritiba","AtléticoPR",D
15/10/2005,"Figueirense","Paraná",V
15/10/2005,"Fluminense","Botafogo",V
15/10/2005,"Fortaleza","Paysandu",D
16/10/2005,"AtléticoMG","Cruzeiro",D
16/10/2005,"Flamengo","SãoPaulo",D
16/10/2005,"Internacional","Vasco",V
16/10/2005,"Palmeiras","Corinthians",E
16/10/2005,"PontePreta","SãoCaetano",D
16/10/2005,"Santos","Goiás",E
19/10/2005,"Juventude","Figueirense",E
19/10/2005,"Paysandu","Cruzeiro",V
19/10/2005,"PontePreta","SãoPaulo",V
19/10/2005,"Vasco","Botafogo",V
21/10/2005,"Brasiliense","Goiás",D
21/10/2005,"SãoCaetano","Fluminense",E
22/10/2005,"AtléticoPR","AtléticoMG",V
22/10/2005,"Botafogo","Coritiba",V
22/10/2005,"Corinthians","Paraná",V
22/10/2005,"Cruzeiro","Paysandu",V
22/10/2005,"Figueirense","PontePreta",V
22/10/2005,"Fortaleza","Palmeiras",E
22/10/2005,"Juventude","Internacional",V
22/10/2005,"SãoPaulo","Santos",D
22/10/2005,"Vasco","Flamengo",V
24/10/2005,"Fluminense","Brasiliense",E
24/10/2005,"SãoPaulo","Corinthians",E
25/10/2005,"Coritiba","Cruzeiro",D
25/10/2005,"Goiás","Internacional",D
26/10/2005,"AtléticoMG","Fortaleza",D
26/10/2005,"Juventude","Flamengo",E
26/10/2005,"Palmeiras","Figueirense",E
26/10/2005,"Vasco","Santos",D
27/10/2005,"Fluminense","AtléticoPR",V
27/10/2005,"Paysandu","Corinthians",D
27/10/2005,"PontePreta","Botafogo",D
27/10/2005,"SãoPaulo","Brasiliense",D
28/10/2005,"Internacional","Coritiba",V
28/10/2005,"Paraná","SãoCaetano",D
29/10/2005,"Figueirense","Juventude",V
29/10/2005,"Fortaleza","Goiás",E
30/10/2005,"AtléticoMG","Palmeiras",D
30/10/2005,"AtléticoPR","Paraná",V
30/10/2005,"Brasiliense","Botafogo",E
30/10/2005,"Corinthians","Vasco",E
30/10/2005,"Fluminense","PontePreta",V
30/10/2005,"Santos","Cruzeiro",D
30/10/2005,"SãoCaetano","SãoPaulo",D
31/10/2005,"Flamengo","Coritiba",V
31/10/2005,"Internacional","Paysandu",V
02/11/2005,"Cruzeiro","Corinthians",V
02/11/2005,"Goiás","Fluminense",D
02/11/2005,"Juventude","Fortaleza",V
02/11/2005,"PontePreta","Santos",V
02/11/2005,"SãoPaulo","AtléticoMG",E
03/11/2005,"Botafogo","SãoCaetano",V
03/11/2005,"Coritiba","Figueirense",V
03/11/2005,"Palmeiras","Flamengo",D
03/11/2005,"Paraná","Internacional",V
03/11/2005,"Paysandu","Brasiliense",V
03/11/2005,"Vasco","AtléticoPR",V
05/11/2005,"Fortaleza","Cruzeiro",V
05/11/2005,"SãoPaulo","Juventude",V
06/11/2005,"AtléticoMG","Goiás",D
06/11/2005,"AtléticoPR","Palmeiras",V
06/11/2005,"Brasiliense","Coritiba",E
06/11/2005,"Corinthians","Santos",V
06/11/2005,"Flamengo","Botafogo",V
06/11/2005,"Fluminense","Figueirense",V
06/11/2005,"Internacional","PontePreta",V
06/11/2005,"Paraná","Paysandu",V
06/11/2005,"SãoCaetano","Vasco",D
12/11/2005,"Palmeiras","SãoPaulo",V
12/11/2005,"Botafogo","Paraná",V
12/11/2005,"Figueirense","Fortaleza",V
12/11/2005,"Paysandu","AtléticoMG",D
13/11/2005,"Juventude","SãoCaetano",V
13/11/2005,"Santos","Internacional",D
13/11/2005,"Vasco","Fluminense",V
13/11/2005,"PontePreta","Flamengo",E
13/11/2005,"Coritiba","Corinthians",D
13/11/2005,"Cruzeiro","Brasiliense",V
13/11/2005,"Goiás","AtléticoPR",V
16/11/2005,"Figueirense","Vasco",V
16/11/2005,"Goiás","SãoPaulo",V
16/11/2005,"Santos","Paraná",E
16/11/2005,"Palmeiras","Juventude",V
16/11/2005,"Flamengo","Fortaleza",V
16/11/2005,"SãoCaetano","Corinthians",V
16/11/2005,"Internacional","Brasiliense",V
17/11/2005,"Coritiba","PontePreta",V
17/11/2005,"Paysandu","Botafogo",V
17/11/2005,"Cruzeiro","AtléticoPR",D
17/11/2005,"Fluminense","AtléticoMG",D
19/11/2005,"Brasiliense","Santos",V
19/11/2005,"Juventude","Goiás",V
19/11/2005,"SãoPaulo","Figueirense",V
