time1,time2,r1c,r1f,r2c,r2f,result
"Cruzeiro","Fluminense",0.4,0.333333,0.533333,0.266667,D
"Fortaleza","Internacional",0.133333,0.333333,0.4,0.466667,D
"Grêmio","AtléticoPR",0.733333,0.333333,0.666667,0.0666667,V
"Paraná","Santos",0.866667,0.666667,0.866667,0.266667,E
"SãoPaulo","Goiás",0.8,0.4,0.466667,0.266667,V
"Figueirense","Flamengo",0.6,0.4,0.466667,0.266667,E
"Fluminense","Corinthians",0.333333,0.266667,0.266667,0.2,D
"Goiás","Botafogo",0.333333,0.266667,0.466667,0.333333,E
"PontePreta","Fortaleza",0.4,0.333333,0.133333,0.466667,D
"SantaCRuz","Grêmio",0.666667,0.266667,0.733333,0.466667,D
"Vasco","SãoCaetano",0.666667,0.333333,0.6,0.4,D
"Santos","Cruzeiro",0.866667,0.266667,0.4,0.266667,V
"Palmeiras","Juventude",0.666667,0.466667,0.533333,0.0666667,E
"Flamengo","Grêmio",0.466667,0.266667,0.733333,0.266667,V
"PontePreta","Goiás",0.6,0.333333,0.333333,0.0666667,V
"Corinthians","Botafogo",0.466667,0.2,0.466667,0.266667,V
"Cruzeiro","SãoPaulo",0.4,0.266667,0.8,0.466667,E
"Figueirense","AtléticoPR",0.6,0.4,0.666667,0.0666667,E
"Fluminense","SantaCRuz",0.4,0.266667,0.666667,0.333333,E
"Fortaleza","Juventude",0.266667,0.466667,0.533333,0.0666667,V
"Internacional","Palmeiras",0.466667,0.466667,0.666667,0.533333,E
"Paraná","SãoCaetano",0.866667,0.666667,0.6,0.4,V
"Santos","Vasco",0.666667,0.266667,0.666667,0.466667,D
"Botafogo","Cruzeiro",0.466667,0.266667,0.4,0.2,V
"Goiás","Internacional",0.2,0.0666667,0.466667,0.466667,E
"Juventude","Corinthians",0.6,0.0666667,0.466667,0.266667,E
"Palmeiras","Fluminense",0.866667,0.533333,0.4,0.266667,V
"SantaCRuz","Santos",0.666667,0.333333,0.666667,0.333333,E
"SãoCaetano","Flamengo",0.6,0.4,0.466667,0.333333,E
"AtléticoPR","PontePreta",0.866667,0.0666667,0.6,0.133333,V
"Grêmio","Fortaleza",0.733333,0.266667,0.266667,0.4,V
"SãoPaulo","Paraná",0.8,0.466667,0.866667,0.6,V
"Vasco","Figueirense",0.8,0.466667,0.6,0.2,V
"Cruzeiro","SãoCaetano",0.4,0.2,0.6,0.333333,V
"Fluminense","AtléticoPR",0.2,0.266667,0.866667,0.266667,D
"Santos","Goiás",0.8,0.333333,0.2,0.0666667,V
"Corinthians","Grêmio",0.466667,0.266667,0.733333,0.466667,D
"Figueirense","SantaCRuz",0.6,0.2,0.666667,0.333333,V
"Flamengo","SãoPaulo",0.533333,0.333333,0.8,0.466667,E
"Fortaleza","Botafogo",0.266667,0.4,0.466667,0.4,D
"Internacional","Vasco",0.4,0.466667,0.8,0.666667,D
"Paraná","Juventude",0.666667,0.6,0.6,0.266667,D
"PontePreta","Palmeiras",0.466667,0.133333,0.866667,0.6,E
"AtléticoPR","Santos",0.866667,0.266667,0.8,0.333333,V
"Goiás","Fluminense",0.4,0.0666667,0.2,0.266667,V
"Grêmio","Cruzeiro",0.866667,0.466667,0.4,0,V
"Juventude","Flamengo",0.733333,0.266667,0.533333,0.133333,V
"Palmeiras","Figueirense",0.733333,0.6,0.6,0.266667,E
"SantaCRuz","Internacional",0.466667,0.333333,0.4,0.466667,D
"SãoCaetano","Corinthians",0.533333,0.333333,0.466667,0.466667,D
"Botafogo","Paraná",0.666667,0.4,0.666667,0.4,V
"SãoPaulo","Fortaleza",0.666667,0.466667,0.266667,0.4,E
"Vasco","PontePreta",0.666667,0.666667,0.466667,0.2,E
"Cruzeiro","Figueirense",0.4,0,0.6,0.333333,E
"Flamengo","Internacional",0.533333,0.133333,0.4,0.666667,D
"AtléticoPR","Botafogo",0.666667,0.266667,0.666667,0.533333,D
"Corinthians","PontePreta",0.6,0.466667,0.466667,0.2,V
"Fluminense","Vasco",0.2,0.266667,0.666667,0.533333,E
"Goiás","Juventude",0.6,0.0666667,0.733333,0.266667,V
"Grêmio","Paraná",1,0.466667,0.666667,0.2,V
"SantaCRuz","SãoPaulo",0.266667,0.333333,0.666667,0.6,D
"Santos","Palmeiras",0.8,0.333333,0.733333,0.4,V
"SãoCaetano","Fortaleza",0.4,0.333333,0.266667,0.4,E
"Palmeiras","SãoCaetano",0.733333,0.4,0.4,0.266667,V
"PontePreta","SantaCRuz",0.666667,0.2,0.266667,0.133333,V
"Vasco","Grêmio",0.533333,0.533333,1,0.533333,E
"Botafogo","Flamengo",0.466667,0.533333,0.533333,0.333333,D
"Figueirense","Goiás",0.466667,0.333333,0.6,0.0666667,E
"Fortaleza","Santos",0.333333,0.4,0.8,0.4,E
"Internacional","AtléticoPR",0.4,0.666667,0.666667,0.266667,V
"Juventude","Cruzeiro",0.733333,0.266667,0.4,0,V
"Paraná","Fluminense",0.666667,0.2,0.2,0.2,V
"SãoPaulo","Corinthians",0.533333,0.6,0.6,0.533333,E
"AtléticoPR","SantaCRuz",0.8,0.266667,0.266667,0.0666667,V
"Corinthians","Paraná",0.6,0.533333,0.666667,0,V
"Vasco","Goiás",0.4,0.533333,0.6,0.133333,E
"Cruzeiro","Palmeiras",0.533333,0,0.733333,0.333333,V
"Fluminense","Figueirense",0.333333,0.2,0.466667,0.333333,V
"Fortaleza","Flamengo",0.266667,0.4,0.533333,0.533333,D
"Grêmio","Botafogo",1,0.533333,0.466667,0.466667,V
"Juventude","SãoCaetano",0.733333,0.266667,0.4,0.2,V
"PontePreta","Santos",0.666667,0.2,0.8,0.2,V
"SãoPaulo","Internacional",0.733333,0.6,0.4,0.666667,V
"Botafogo","Juventude",0.6,0.466667,0.733333,0.266667,V
"Corinthians","Vasco",0.666667,0.533333,0.4,0.6,E
"Figueirense","Internacional",0.6,0.333333,0.4,0.466667,V
"Goiás","AtléticoPR",0.6,0.133333,0.8,0.333333,E
"Grêmio","PontePreta",1,0.533333,0.666667,0.133333,V
"Paraná","Fortaleza",0.666667,0,0.266667,0.333333,V
"Santos","Fluminense",0.666667,0.2,0.333333,0.266667,E
"SãoCaetano","SãoPaulo",0.333333,0.2,0.733333,0.6,D
"Flamengo","Cruzeiro",0.533333,0.533333,0.533333,0,V
"SantaCRuz","Palmeiras",0.266667,0.0666667,0.733333,0.133333,V
"AtléticoPR","SãoCaetano",0.8,0.333333,0.333333,0,V
"Fluminense","Fortaleza",0.333333,0.266667,0.266667,0.333333,D
"Figueirense","Paraná",0.533333,0.333333,0.666667,0.2,D
"Goiás","Grêmio",0.733333,0.133333,1,0.466667,V
"Internacional","Corinthians",0.4,0.466667,0.666667,0.6,E
"Palmeiras","SãoPaulo",0.733333,0.133333,0.733333,0.533333,V
"PontePreta","Cruzeiro",0.666667,0.133333,0.533333,0.2,D
"SantaCRuz","Juventude",0.466667,0.0666667,0.733333,0.2,V
"Santos","Flamengo",0.666667,0.2,0.533333,0.466667,V
"Vasco","Botafogo",0.466667,0.6,0.6,0.466667,E
"AtléticoPR","SãoPaulo",0.666667,0.333333,0.733333,0.533333,E
"Internacional","Paraná",0.533333,0.466667,0.666667,0.2,V
"Flamengo","Fluminense",0.666667,0.466667,0.333333,0.0666667,V
"Fortaleza","Figueirense",0.333333,0.333333,0.533333,0.2,E
"Grêmio","Palmeiras",1,0.466667,0.733333,0.0666667,V
"Juventude","AtléticoPR",0.866667,0.2,0.666667,0.333333,V
"Paraná","PontePreta",0.8,0.2,0.666667,0.0666667,V
"SãoCaetano","Goiás",0.133333,0,0.733333,0.333333,D
"SãoPaulo","Vasco",0.733333,0.533333,0.466667,0.533333,V
"Botafogo","SantaCRuz",0.8,0.466667,0.466667,0.0666667,V
"Corinthians","Santos",0.466667,0.6,0.666667,0.333333,D
"Cruzeiro","Internacional",0.733333,0.2,0.533333,0.4,V
"PontePreta","Juventude",0.666667,0.0666667,0.866667,0.2,V
"Vasco","Fortaleza",0.466667,0.533333,0.333333,0.333333,V
"Fluminense","SãoPaulo",0.266667,0.0666667,0.733333,0.666667,D
"AtléticoPR","Cruzeiro",0.533333,0.333333,0.733333,0.266667,E
"Figueirense","Botafogo",0.666667,0.2,0.8,0.466667,V
"Goiás","Corinthians",0.866667,0.333333,0.466667,0.4,V
"Internacional","SãoCaetano",0.666667,0.4,0.133333,0,V
"Palmeiras","Flamengo",0.866667,0.0666667,0.666667,0.4,V
"SantaCRuz","Paraná",0.4,0.0666667,0.8,0.4,D
"Santos","Grêmio",0.866667,0.333333,1,0.266667,V
"Cruzeiro","Fortaleza",0.733333,0.266667,0.333333,0.333333,E
"Botafogo","Santos",0.8,0.466667,0.866667,0.266667,V
"SãoCaetano","Grêmio",0.0666667,0,1,0.466667,D
"SãoPaulo","Juventude",0.733333,0.666667,0.866667,0,V
"Figueirense","PontePreta",0.666667,0.2,0.666667,0.0666667,V
"Flamengo","Corinthians",0.666667,0.4,0.466667,0.333333,V
"Internacional","Fluminense",0.866667,0.4,0.266667,0.0666667,V
"Palmeiras","AtléticoPR",0.733333,0.0666667,0.533333,0.333333,E
"Paraná","Goiás",0.8,0.4,0.866667,0.333333,V
"SantaCRuz","Vasco",0.4,0.0666667,0.466667,0.533333,D
"Vasco","Palmeiras",0.6,0.533333,0.733333,0,V
"Goiás","SantaCRuz",0.866667,0.333333,0.4,0,V
"PontePreta","Internacional",0.6,0.0666667,0.866667,0.4,D
"Santos","Figueirense",0.866667,0.266667,0.666667,0.2,V
"Botafogo","SãoCaetano",0.8,0.466667,0.0666667,0,V
"Corinthians","Cruzeiro",0.666667,0.333333,0.733333,0.266667,V
"Fortaleza","AtléticoPR",0.133333,0.333333,0.533333,0.333333,D
"Grêmio","SãoPaulo",0.866667,0.466667,0.733333,0.533333,E
"Juventude","Fluminense",0.866667,0,0.266667,0.133333,E
"Paraná","Flamengo",0.8,0.4,0.666667,0.6,D
"Corinthians","Palmeiras",0.666667,0.333333,0.733333,0,V
"Fluminense","Grêmio",0.266667,0.133333,0.866667,0.466667,D
"SantaCRuz","Fortaleza",0.4,0,0.133333,0.466667,D
"Internacional","Juventude",0.866667,0.4,0.866667,0,V
"Vasco","Flamengo",0.733333,0.533333,0.666667,0.4,V
"AtléticoPR","Paraná",0.733333,0.333333,0.8,0.4,V
"Figueirense","SãoPaulo",0.6,0.2,0.733333,0.533333,D
"Goiás","Cruzeiro",0.666667,0.333333,0.733333,0.466667,D
"PontePreta","Botafogo",0.4,0.0666667,0.8,0.466667,D
"Santos","SãoCaetano",0.866667,0.266667,0.0666667,0,V
"AtléticoPR","Vasco",0.733333,0.333333,0.733333,0.333333,V
"Flamengo","SantaCRuz",0.666667,0.4,0.4,0.0666667,E
"Fortaleza","Corinthians",0.133333,0.466667,0.666667,0.333333,D
"Grêmio","Figueirense",0.666667,0.466667,0.6,0.333333,D
"Juventude","Santos",0.866667,0,0.866667,0.266667,V
"Palmeiras","Goiás",0.666667,0,0.666667,0.533333,D
"SãoCaetano","Fluminense",0.133333,0,0.266667,0.2,E
"Botafogo","Internacional",0.8,0.466667,0.866667,0.4,D
"Cruzeiro","Paraná",0.6,0.466667,0.8,0.466667,E
"SãoPaulo","PontePreta",0.733333,0.533333,0.4,0.0666667,E
"Figueirense","Juventude",0.6,0.333333,0.866667,0,V
"Flamengo","AtléticoPR",0.866667,0.4,0.733333,0.333333,V
"Botafogo","Fluminense",0.8,0.466667,0.266667,0.133333,V
"Corinthians","SantaCRuz",0.666667,0.333333,0.4,0.0666667,V
"Cruzeiro","Vasco",0.733333,0.466667,0.733333,0.266667,V
"Fortaleza","Goiás",0.0666667,0.466667,0.666667,0.666667,D
"Grêmio","Internacional",0.466667,0.466667,0.866667,0.6,D
"Paraná","Palmeiras",0.8,0.466667,0.666667,0,V
"PontePreta","SãoCaetano",0.2,0.0666667,0.133333,0.2,D
"Santos","SãoPaulo",0.8,0.266667,0.733333,0.733333,D
"AtléticoPR","Corinthians",0.533333,0.333333,0.666667,0.466667,D
"Goiás","Flamengo",0.6,0.666667,0.866667,0.4,D
"Internacional","Santos",0.866667,0.6,0.8,0.266667,E
"Juventude","Grêmio",0.666667,0,0.466667,0.6,D
"Palmeiras","Fortaleza",0.666667,0,0.0666667,0.466667,V
"SãoCaetano","Figueirense",0.266667,0.2,0.6,0.266667,V
"Vasco","Paraná",0.866667,0.266667,0.8,0.266667,V
"Fluminense","PontePreta",0.266667,0.133333,0.2,0.133333,E
"SantaCRuz","Cruzeiro",0.4,0.0666667,0.733333,0.466667,V
"SãoPaulo","Botafogo",0.866667,0.733333,0.8,0.266667,V
"Internacional","Fortaleza",0.866667,0.6,0.0666667,0.266667,V
"Santos","Paraná",0.8,0.266667,0.8,0.266667,V
"Vasco","Juventude",0.866667,0.266667,0.666667,0.0666667,E
"AtléticoPR","Grêmio",0.466667,0.333333,0.466667,0.8,D
"Figueirense","Corinthians",0.666667,0.266667,0.666667,0.466667,E
"Fluminense","Cruzeiro",0.266667,0.133333,0.733333,0.266667,V
"Goiás","SãoPaulo",0.4,0.666667,0.866667,0.866667,D
"Palmeiras","Botafogo",0.666667,0,0.8,0.266667,V
"PontePreta","Flamengo",0.4,0.133333,0.866667,0.4,V
"SantaCRuz","SãoCaetano",0.2,0.0666667,0.266667,0.4,D
"Corinthians","Fluminense",0.666667,0.466667,0.266667,0.2,E
"Flamengo","Figueirense",0.666667,0.4,0.666667,0.466667,D
"Grêmio","SantaCRuz",0.466667,0.8,0.2,0.0666667,V
"Botafogo","Goiás",0.666667,0.266667,0.4,0.666667,E
"Cruzeiro","Santos",0.6,0.266667,0.8,0.333333,E
"Fortaleza","PontePreta",0.266667,0.266667,0.4,0.133333,V
"Juventude","Palmeiras",0.666667,0.0666667,0.666667,0,V
"Paraná","Internacional",0.8,0.266667,0.866667,0.6,V
"SãoCaetano","Vasco",0.266667,0.4,0.866667,0.4,D
"SãoPaulo","AtléticoPR",0.733333,0.866667,0.466667,0.333333,E
"AtléticoPR","Figueirense",0.4,0.333333,0.666667,0.6,D
"Botafogo","Corinthians",0.533333,0.266667,0.666667,0.533333,E
"Goiás","PontePreta",0.4,0.666667,0.4,0.133333,V
"Grêmio","Flamengo",0.466667,0.8,0.666667,0.4,V
"Juventude","Fortaleza",0.533333,0.0666667,0.266667,0.333333,E
"Palmeiras","Internacional",0.466667,0,0.866667,0.8,D
"SantaCRuz","Fluminense",0.2,0.0666667,0.266667,0.4,D
"SãoCaetano","Paraná",0.266667,0.4,0.8,0.266667,D
"SãoPaulo","Cruzeiro",0.733333,0.866667,0.6,0.2,V
"Vasco","Santos",0.733333,0.4,0.8,0.2,E
"Internacional","Goiás",0.666667,0.8,0.4,0.666667,D
"Flamengo","SãoCaetano",0.666667,0.4,0.266667,0.4,V
"Fluminense","Palmeiras",0.333333,0.4,0.466667,0.0666667,E
"Figueirense","Vasco",0.533333,0.6,0.733333,0.466667,E
"Santos","SantaCRuz",0.8,0.2,0.2,0.0666667,V
"PontePreta","AtléticoPR",0.266667,0.133333,0.4,0.4,E
"Paraná","SãoPaulo",0.666667,0.266667,0.733333,0.733333,E
"Cruzeiro","Botafogo",0.6,0.2,0.533333,0.2,V
"Fortaleza","Grêmio",0.4,0.333333,0.466667,0.8,V
"Figueirense","AtléticoPR",0,0,0,0.2,D
"Fluminense","Cruzeiro",0.0666667,0,0,0.0666667,E
"SãoPaulo","Goiás",0.2,0,0,0,V
"AtléticoMG","Náutico",0.2,0,0,0,V
"Internacional","Botafogo",0,0,0,0.2,D
"Flamengo","Palmeiras",0,0,0,0.2,D
"Paraná","Grêmio",0.2,0,0,0,V
"AméricaRN","Vasco",0,0,0,0.2,D
"Corinthians","Juventude",0.2,0,0,0,V
"Sport","Santos",0.2,0,0,0,V
"Juventude","Paraná",0,0,0.2,0.2,D
"AtléticoPR","Internacional",0.2,0.2,0,0,V
"Santos","AméricaRN",0,0,0,0.2,D
"Goiás","Flamengo",0,0,0,0.2,D
"Botafogo","AtléticoMG",0.2,0.2,0.2,0,V
"Cruzeiro","Corinthians",0,0.0666667,0.2,0.2,D
"Palmeiras","Figueirense",0.2,0.2,0,0,V
"Vasco","Sport",0.2,0.2,0.2,0,V
"Náutico","SãoPaulo",0.2,0,0.2,0,V
"Grêmio","Fluminense",0.2,0,0.0666667,0,V
"AméricaRN","Figueirense",0,0.2,0,0.2,D
"Corinthians","AtléticoMG",0.266667,0.2,0.2,0.0666667,E
"Fluminense","Internacional",0.266667,0,0,0,V
"AtléticoPR","Santos",0.2,0.2,0,0.2,D
"Náutico","Vasco",0.266667,0,0.2,0.266667,E
"Grêmio","Sport",0.4,0,0.2,0,V
"SãoPaulo","Palmeiras",0.266667,0,0.2,0.266667,E
"Flamengo","Botafogo",0.0666667,0.2,0.2,0.266667,E
"Cruzeiro","Paraná",0,0.0666667,0.2,0.4,D
"Goiás","Juventude",0.2,0,0,0,V
"Figueirense","Goiás",0.2,0.2,0.2,0,V
"Botafogo","Grêmio",0.4,0.266667,0.4,0,V
"AtléticoMG","AtléticoPR",0.266667,0.0666667,0.2,0.266667,E
"Palmeiras","Cruzeiro",0.2,0.266667,0,0.266667,D
"Sport","Flamengo",0.266667,0,0.0666667,0.266667,E
"Santos","Corinthians",0.0666667,0.2,0.266667,0.266667,E
"Juventude","AméricaRN",0.2,0,0,0.2,V
"Vasco","Fluminense",0.266667,0.266667,0.266667,0.0666667,E
"Paraná","SãoPaulo",0.2,0.4,0.266667,0.2,D
"Internacional","Náutico",0.2,0,0.266667,0,V
"Náutico","Paraná",0.333333,0,0.2,0.466667,E
"Palmeiras","Botafogo",0.266667,0.266667,0.4,0.333333,E
"Vasco","Grêmio",0.466667,0.266667,0.4,0,V
"AméricaRN","Corinthians",0,0.2,0.266667,0.466667,D
"Fluminense","Sport",0.466667,0.0666667,0.266667,0,V
"Figueirense","Flamengo",0.4,0.2,0.0666667,0.266667,V
"AtléticoPR","Goiás",0.2,0.266667,0.2,0.2,D
"Cruzeiro","Juventude",0,0.266667,0.2,0.2,D
"SãoPaulo","AtléticoMG",0.266667,0.2,0.266667,0.266667,D
"Internacional","Santos",0.4,0,0.0666667,0.2,V
"Botafogo","Vasco",0.6,0.333333,0.466667,0.266667,V
"Grêmio","Cruzeiro",0.4,0,0,0.466667,D
"Corinthians","Paraná",0.333333,0.466667,0.2,0.533333,E
"Flamengo","Internacional",0.133333,0.266667,0.4,0.0666667,E
"Goiás","Palmeiras",0.4,0.2,0.266667,0.266667,V
"AtléticoMG","Figueirense",0.466667,0.266667,0.4,0.2,V
"SãoPaulo","Vasco",0.466667,0.2,0.466667,0.266667,V
"AtléticoPR","Fluminense",0.266667,0.266667,0.466667,0.133333,E
"Sport","AméricaRN",0.333333,0,0,0.266667,E
"Botafogo","Náutico",0.8,0.333333,0.333333,0,V
"Juventude","Santos",0.2,0.2,0.0666667,0.4,D
"Juventude","Figueirense",0.266667,0.2,0.4,0.266667,E
"Paraná","Sport",0.4,0.533333,0.333333,0,V
"Náutico","Goiás",0.333333,0,0.4,0.4,D
"Palmeiras","AtléticoPR",0.266667,0.266667,0.266667,0.466667,D
"AméricaRN","Fluminense",0,0.266667,0.466667,0.333333,D
"Santos","SãoPaulo",0.0666667,0.4,0.466667,0.4,D
"Cruzeiro","AtléticoMG",0.2,0.466667,0.466667,0.266667,V
"Internacional","Grêmio",0.4,0.0666667,0.4,0.2,D
"Sport","Náutico",0.533333,0,0.333333,0,V
"Figueirense","SãoPaulo",0.466667,0.266667,0.466667,0.466667,E
"AméricaRN","Goiás",0,0.266667,0.4,0.6,D
"Cruzeiro","Vasco",0.4,0.466667,0.466667,0.266667,V
"Santos","Grêmio",0.133333,0.4,0.4,0.266667,E
"Fluminense","Botafogo",0.466667,0.333333,0.8,0.533333,D
"Paraná","AtléticoPR",0.466667,0.533333,0.266667,0.533333,E
"Internacional","AtléticoMG",0.466667,0.0666667,0.466667,0.333333,E
"Corinthians","Palmeiras",0.333333,0.466667,0.266667,0.466667,D
"Figueirense","Cruzeiro",0.666667,0.266667,0.4,0.466667,V
"Palmeiras","AméricaRN",0.466667,0.466667,0,0.266667,V
"AtléticoPR","Náutico",0.333333,0.533333,0.333333,0.0666667,E
"Grêmio","Juventude",0.6,0.266667,0.266667,0.2,V
"Fluminense","Paraná",0.533333,0.333333,0.466667,0.6,E
"SãoPaulo","Internacional",0.666667,0.466667,0.466667,0.0666667,V
"Goiás","Botafogo",0.466667,0.6,0.8,0.6,E
"Sport","Corinthians",0.733333,0,0.333333,0.466667,V
"AtléticoMG","Flamengo",0.533333,0.333333,0.133333,0.333333,E
"Vasco","Santos",0.666667,0.266667,0.133333,0.4,V
"Paraná","AméricaRN",0.466667,0.6,0,0.466667,D
"Botafogo","AtléticoPR",1,0.6,0.333333,0.533333,V
"Corinthians","Fluminense",0.4,0.466667,0.533333,0.4,E
"Santos","Cruzeiro",0.333333,0.4,0.4,0.466667,V
"SãoPaulo","Flamengo",0.533333,0.466667,0.133333,0.4,E
"AtléticoMG","Grêmio",0.533333,0.333333,0.6,0.466667,D
"Goiás","Sport",0.666667,0.6,0.733333,0,V
"Internacional","Figueirense",0.666667,0.0666667,0.666667,0.266667,V
"Náutico","Palmeiras",0.333333,0.0666667,0.466667,0.666667,D
"Juventude","Vasco",0.466667,0.2,0.666667,0.0666667,V
"Paraná","Figueirense",0.266667,0.6,0.666667,0.466667,D
"Juventude","Náutico",0.533333,0.2,0.333333,0.133333,E
"Vasco","AtléticoPR",0.866667,0.0666667,0.333333,0.333333,V
"Sport","AtléticoMG",0.733333,0,0.533333,0.333333,V
"Santos","Botafogo",0.533333,0.4,1,0.4,V
"Grêmio","Palmeiras",0.666667,0.466667,0.466667,0.533333,E
"AméricaRN","Internacional",0,0.466667,0.666667,0.266667,D
"Cruzeiro","Goiás",0.6,0.466667,0.666667,0.6,V
"Corinthians","SãoPaulo",0.266667,0.466667,0.533333,0.533333,E
"Figueirense","Sport",0.666667,0.466667,0.733333,0.2,D
"AtléticoPR","Juventude",0.333333,0.333333,0.533333,0.2,V
"AtléticoMG","AméricaRN",0.533333,0.333333,0,0.266667,V
"Náutico","Cruzeiro",0.133333,0.133333,0.6,0.6,D
"SãoPaulo","Fluminense",0.466667,0.533333,0.533333,0.6,D
"Internacional","Corinthians",0.666667,0.266667,0.266667,0.466667,V
"Palmeiras","Santos",0.333333,0.533333,0.533333,0.466667,E
"Goiás","Grêmio",0.733333,0.6,0.666667,0.533333,E
"Flamengo","Paraná",0.133333,0.4,0.266667,0.6,D
"AméricaRN","AtléticoPR",0.2,0.266667,0.333333,0.266667,V
"Juventude","Internacional",0.533333,0.2,0.666667,0.266667,V
"Vasco","AtléticoMG",0.866667,0.0666667,0.533333,0.266667,V
"Corinthians","Náutico",0.2,0.466667,0.133333,0.333333,D
"Cruzeiro","SãoPaulo",0.6,0.6,0.466667,0.733333,D
"Grêmio","Flamengo",0.666667,0.533333,0.133333,0.2,V
"Fluminense","Goiás",0.666667,0.6,0.733333,0.6,V
"Santos","Figueirense",0.666667,0.466667,0.666667,0.266667,V
"Paraná","Palmeiras",0.466667,0.6,0.333333,0.466667,V
"Sport","Botafogo",0.733333,0.2,1,0.4,E
"AtléticoPR","Cruzeiro",0.4,0.266667,0.6,0.466667,E
"Goiás","Santos",0.733333,0.6,0.666667,0.266667,V
"Náutico","Grêmio",0.0666667,0.333333,0.666667,0.733333,D
"Flamengo","AméricaRN",0.333333,0.2,0.2,0.266667,V
"Palmeiras","Vasco",0.533333,0.466667,0.866667,0,V
"Figueirense","Corinthians",0.533333,0.266667,0.2,0.333333,E
"Internacional","Paraná",0.666667,0.266667,0.466667,0.4,V
"Botafogo","Juventude",1,0.4,0.533333,0.2,V
"AtléticoMG","Fluminense",0.666667,0.266667,0.666667,0.533333,V
"SãoPaulo","Sport",0.666667,0.733333,0.733333,0.2,V
"Santos","Náutico",0.666667,0.266667,0.0666667,0.533333,D
"Grêmio","AtléticoPR",0.533333,0.733333,0.4,0.133333,E
"Vasco","Goiás",1,0,0.733333,0.4,V
"Corinthians","Flamengo",0.2,0.333333,0.333333,0.2,E
"Sport","Internacional",0.666667,0.2,0.666667,0.466667,D
"Juventude","Palmeiras",0.6,0.2,0.533333,0.533333,E
"Paraná","AtléticoMG",0.266667,0.4,0.666667,0.266667,D
"Fluminense","Figueirense",0.533333,0.533333,0.533333,0.333333,E
"AméricaRN","SãoPaulo",0.2,0.266667,0.666667,0.733333,D
"Cruzeiro","Botafogo",0.8,0.466667,1,0.333333,V
"Goiás","Paraná",0.733333,0.4,0.266667,0.333333,V
"Náutico","Fluminense",0.0666667,0.533333,0.533333,0.533333,E
"Palmeiras","Sport",0.466667,0.533333,0.666667,0.4,D
"Botafogo","AméricaRN",1,0.333333,0.2,0.2,V
"AtléticoPR","Corinthians",0.466667,0.133333,0.2,0.333333,E
"AtléticoMG","Santos",0.466667,0.266667,0.666667,0.466667,D
"Internacional","Vasco",0.666667,0.466667,1,0.2,D
"Figueirense","Grêmio",0.533333,0.333333,0.533333,0.533333,V
"SãoPaulo","Juventude",0.666667,0.733333,0.6,0.2,V
"Corinthians","Goiás",0.4,0.333333,0.733333,0.2,V
"AméricaRN","Náutico",0.2,0.2,0.0666667,0.733333,D
"Sport","AtléticoPR",0.666667,0.4,0.466667,0.0666667,V
"Fluminense","Palmeiras",0.333333,0.533333,0.466667,0.533333,D
"Cruzeiro","Internacional",0.8,0.466667,0.666667,0.4,V
"Santos","Flamengo",0.8,0.466667,0.333333,0.2,V
"Juventude","AtléticoMG",0.533333,0.2,0.466667,0.466667,D
"Vasco","Figueirense",0.866667,0.2,0.533333,0.333333,E
"Paraná","Botafogo",0.266667,0.333333,1,0.2,E
"Grêmio","SãoPaulo",0.533333,0.533333,0.666667,0.733333,D
"Cruzeiro","Sport",0.8,0.466667,0.666667,0.4,V
"Juventude","Fluminense",0.4,0.2,0.333333,0.4,E
"Botafogo","SãoPaulo",0.8,0.2,0.666667,0.866667,D
"Náutico","Figueirense",0.266667,0.733333,0.533333,0.333333,V
"AtléticoPR","Flamengo",0.6,0.0666667,0.333333,0.133333,V
"Goiás","AtléticoMG",0.866667,0.2,0.466667,0.4,V
"Vasco","Corinthians",0.866667,0.2,0.4,0.133333,V
"Grêmio","AméricaRN",0.533333,0.533333,0.2,0.2,V
"Palmeiras","Internacional",0.533333,0.533333,0.666667,0.466667,E
"Santos","Paraná",0.8,0.466667,0.266667,0.266667,V
"Sport","Juventude",0.666667,0.4,0.4,0,V
"SãoPaulo","AtléticoPR",0.666667,0.866667,0.6,0.0666667,V
"Flamengo","Náutico",0.533333,0.133333,0.266667,0.666667,V
"Corinthians","Grêmio",0.533333,0.133333,0.533333,0.466667,V
"AtléticoMG","Palmeiras",0.4,0.4,0.533333,0.533333,D
"Figueirense","Botafogo",0.533333,0.333333,0.8,0.2,E
"Internacional","Goiás",0.8,0.466667,0.866667,0,V
"AméricaRN","Cruzeiro",0.2,0.2,0.8,0.466667,D
"Paraná","Vasco",0.333333,0.266667,0.866667,0.266667,E
"Fluminense","Santos",0.533333,0.4,0.8,0.266667,V
"Botafogo","Corinthians",0.6,0.2,0.533333,0.333333,D
"Fluminense","Flamengo",0.466667,0.4,0.533333,0.266667,D
"AtléticoPR","Figueirense",0.6,0.0666667,0.533333,0.2,E
"Santos","Sport",0.8,0.266667,0.666667,0.4,V
"Grêmio","Paraná",0.666667,0.466667,0.333333,0.2,V
"Palmeiras","Flamengo",0.533333,0.533333,0.533333,0.266667,V
"Goiás","SãoPaulo",0.733333,0,0.666667,0.866667,E
"Botafogo","Internacional",0.466667,0.2,0.8,0.333333,E
"Náutico","AtléticoMG",0.266667,0.666667,0.4,0.6,D
"Cruzeiro","Fluminense",0.8,0.466667,0.466667,0.333333,V
