data,time1,time2,r1c,r1f,r2c,r2f,rk1,rk2,result
31/08/2003,"SãoCaetano","Vasco",0.866667,0.333333,0.866667,0.133333,287,309,V
13/09/2003,"AtléticoPR","Cruzeiro",0.4,0.266667,0.733333,0.466667,345,375,D
13/09/2003,"Corinthians","Fortaleza",0.666667,0.4,0.466667,0.0666667,358,143,V
13/09/2003,"Grêmio","Bahia",0.4,0,0.533333,0.0666667,265,76,E
13/09/2003,"Santos","Criciúma",0.866667,0.466667,0.6,0.2,415,110,V
14/09/2003,"AtléticoMG","PontePreta",0.6,0.266667,0.2,0.133333,267,245,V
14/09/2003,"Figueirense","SãoPaulo",0.266667,0.466667,0.466667,0.4,325,431,E
14/09/2003,"Goiás","Internacional",0.866667,0.733333,0.466667,0.6,344,371,V
14/09/2003,"Guarani","Juventude",0.866667,0.133333,0.666667,0.0666667,143,308,V
14/09/2003,"Paraná","Coritiba",0.333333,0.2,0.6,0.666667,309,220,D
14/09/2003,"Paysandu","SãoCaetano",0.733333,0.133333,0.866667,0.333333,180,287,V
14/09/2003,"Vasco","Fluminense",0.866667,0.133333,0.333333,0.2,309,340,V
14/09/2003,"Vitória","Flamengo",0.666667,0.466667,0.866667,0.266667,141,321,V
20/09/2003,"Coritiba","Grêmio",0.733333,0.666667,0.4,0,220,265,V
20/09/2003,"Cruzeiro","Santos",0.733333,0.466667,0.866667,0.266667,375,415,V
20/09/2003,"PontePreta","Paraná",0.333333,0.133333,0.333333,0.2,245,309,V
20/09/2003,"Fluminense","Paysandu",0.4,0.2,0.733333,0.2,340,180,E
20/09/2003,"Internacional","Guarani",0.466667,0.6,0.866667,0.133333,371,143,V
21/09/2003,"Bahia","Vasco",0.666667,0.0666667,0.866667,0.0666667,76,309,V
21/09/2003,"Criciúma","Corinthians",0.6,0.2,0.666667,0.333333,110,358,V
21/09/2003,"Flamengo","Goiás",0.733333,0.266667,0.866667,0.733333,321,344,E
21/09/2003,"Fortaleza","Vitória",0.466667,0.0666667,0.666667,0.4,143,141,V
21/09/2003,"Juventude","AtléticoPR",0.666667,0.0666667,0.4,0.266667,308,345,V
21/09/2003,"SãoCaetano","Figueirense",0.666667,0.333333,0.266667,0.666667,287,325,D
21/09/2003,"SãoPaulo","AtléticoMG",0.533333,0.4,0.6,0.333333,431,267,E
24/09/2003,"Goiás","Fortaleza",0.8,0.733333,0.466667,0.2,344,143,D
24/09/2003,"Paysandu","Bahia",0.733333,0.2,0.666667,0.0666667,180,76,V
24/09/2003,"Vitória","Criciúma",0.733333,0.4,0.6,0.2,141,110,E
24/09/2003,"Grêmio","PontePreta",0.266667,0,0.333333,0.133333,265,245,E
24/09/2003,"AtléticoPR","Internacional",0.6,0.266667,0.466667,0.4,345,371,V
24/09/2003,"Santos","Juventude",0.733333,0.266667,0.666667,0.0666667,415,308,E
24/09/2003,"Guarani","Flamengo",0.866667,0.133333,0.733333,0.2,143,321,V
24/09/2003,"Paraná","SãoPaulo",0.466667,0.2,0.533333,0.333333,309,431,V
24/09/2003,"Corinthians","Cruzeiro",0.466667,0.333333,0.733333,0.6,358,375,D
25/09/2003,"AtléticoMG","SãoCaetano",0.6,0.333333,0.666667,0.266667,267,287,V
25/09/2003,"Figueirense","Fluminense",0.333333,0.666667,0.4,0.266667,325,340,E
25/09/2003,"Vasco","Coritiba",0.866667,0.0666667,0.733333,0.466667,309,220,V
27/09/2003,"Flamengo","AtléticoPR",0.866667,0.2,0.6,0.266667,321,345,V
27/09/2003,"Internacional","Santos",0.6,0.4,0.733333,0.266667,371,415,V
27/09/2003,"SãoPaulo","Grêmio",0.733333,0.333333,0.266667,0,431,265,V
